lat,lon,dn,day,mon,year,h,sigma,zm,Bo,rho,dataset,stn,chlsur,tempsur,tz
43.41,-57.48,118,28,4,2003,422.29,12.22,55.17,2.822,0.83,2003-010,L5,2.822,4.63,5.3
43.49,-57.45,119,29,4,2003,274.46,9.4,55.76,1.838,0.86,2003-010,L6,1.838,3,2.3
43.6,-57.44,120,30,4,2003,236.5,13.45,52.16,1.183,0.86,2003-010,L7,1.187,3.22,2.9
43.68,-57.46,121,1,5,2003,232.59,8.39,42.46,1.05,0.91,2003-010,L8,1.05,3.34,2.7
43.78,-57.7,122,2,5,2003,198.39,11.28,63.28,1.3,0.84,2003-010,L9,1.301,4.37,2.1
43.75,-57.52,122,2,5,2003,71.16,21.74,52.37,0.851,0.61,2003-010,L10,0.923,3.77,2.7
39,-57.47,123,3,5,2003,144.94,74.14,97.35,0.007,0.99,2003-010,T1,0.337,23.26,3.1
36.84,-54.38,124,4,5,2003,41.06,19.25,40.53,0.05,0.94,2003-010,T2,0.142,19.88,3.8
36.93,-54.42,125,5,5,2003,87.33,23.86,26.97,0.025,0.98,2003-010,T3,0.796,19.37,1.2
42.32,-45.01,127,7,5,2003,347.43,84.57,7.76,0,1,2003-010,T4,1.632,16.08,2.5
46.49,-45.01,128,8,5,2003,113.36,33.79,32.24,0.171,0.89,2003-010,T5,1.019,4.1,1.8
50.66,-44.99,129,9,5,2003,149.9,91.71,13.85,0.022,0.97,2003-010,T6,0.667,8.64,2.1
54.83,-44.99,130,10,5,2003,110.27,54.19,30.35,0,1,2003-010,T7,0.694,4.08,0.6
43.4,-57.67,133,13,5,2003,76.76,14.88,30.49,0.406,0.84,2003-010,L11,0.658,4.34,3.9
43.37,-57.71,134,14,5,2003,135.94,22.89,33.34,0.115,0.95,2003-010,L12,0.935,5.05,1.1
43.35,-57.73,135,15,5,2003,122.92,19.24,35.17,0.167,0.94,2003-010,L13,0.646,4.29,1.7
44.25,-63.31,290,17,10,2005,39.87,17.21,13.68,0.019,0.98,2005-055,HL2,0.693,14.84,2.7
46.96,-60.22,291,18,10,2005,45.54,14.35,6.03,0.078,0.94,2005-055,CSL1,1.237,11.54,0.6
47.02,-60.12,291,18,10,2005,24.94,6.6,14.3,0.079,0.95,2005-055,CSL2,0.223,11.54,0.6
47.1,-59.99,292,19,10,2005,859.47,50.92,-88.78,0,1,2005-055,CSL3,1.473,10.97,1.6
47.27,-59.78,292,19,10,2005,43.37,22.93,11.32,0.026,0.97,2005-055,CSL4,0.694,11.1,2
47.43,-59.57,292,19,10,2005,77.74,37.53,3.88,0,1,2005-055,CSL5,0.822,9.7,0.4
47.58,-59.34,292,19,10,2005,37.03,21.44,-12.69,0.1,0.87,2005-055,CSL6,0.678,9.7,0.4
45.83,-59.85,293,20,10,2005,30.58,12.03,3.8,0.07,0.94,2005-055,LL1,1.034,10.63,2.9
45.66,-59.7,293,20,10,2005,35.37,15.63,8.7,0.092,0.91,2005-055,LL2,0.865,10.63,2.9
45.49,-59.52,293,20,10,2005,50.08,21.98,18.13,0.007,0.99,2005-055,LL3,0.654,12.3,0.5
45.16,-59.18,293,20,10,2005,18.56,13.12,8.91,0.092,0.86,2005-055,LL4,0.54,12.67,0.9
44.82,-58.85,293,20,10,2005,20.82,17.19,12.23,0.07,0.87,2005-055,LL5,0.445,13.5,0.4
44.48,-58.51,294,21,10,2005,32.68,28.66,9.03,0.077,0.85,2005-055,LL6,0.51,13.68,0.9
44.13,-58.18,294,21,10,2005,13.25,6.96,31.63,0.142,0.84,2005-055,LL7,0.142,12.74,0.6
43.78,-57.83,294,21,10,2005,28.66,14.66,32.1,0.049,0.94,2005-055,LL8,0.12,14.41,1.8
43.47,-57.52,295,22,10,2005,39.37,36.06,19.55,0,1,2005-055,LL9,0.376,15.18,3.5
44.02,-59.04,295,22,10,2005,24.24,13.33,15.11,0.087,0.89,2005-055,GULDD3,0.469,13.32,1.1
42.53,-61.41,296,23,10,2005,40.92,33.37,32.32,0,1,2005-055,HL7,0.306,18.59,3.5
42.85,-61.73,297,24,10,2005,31.82,35.31,28.45,0,1,2005-055,HL6,0.26,17.56,3.3
43.18,-62.1,297,24,10,2005,25.44,20.44,15.21,0.021,0.96,2005-055,HL5,0.398,14.44,1.1
43.48,-62.45,297,24,10,2005,21.14,16.54,14.2,0.02,0.96,2005-055,HL4,0.373,14.31,2.7
44.27,-63.32,301,28,10,2005,65.95,18.88,8.96,0.014,0.99,2005-055,HL2,1.259,12.89,1.6
44.4,-63.45,302,29,10,2005,35.69,22.19,13.48,0.166,0.79,2005-055,HL1,0.7,12.89,1.6
43.88,-62.88,302,29,10,2005,38.89,20.18,11.17,0.013,0.98,2005-055,HL3,0.673,12.89,1.6
43.24,-65.07,302,29,10,2005,53.2,19.05,14.08,0,1,2005-055,RL1,0.848,11.02,2.7
43.25,-65.48,302,29,10,2005,32.69,14.41,10.34,0.107,0.89,2005-055,BBL1,0.807,11.02,2.7
43,-65.48,303,30,10,2005,48.98,22.5,16.73,0,1,2005-055,BBL2,0.659,11.02,2.7
42.76,-65.48,303,30,10,2005,38.62,17.26,12.94,0.022,0.98,2005-055,BBL3,0.696,11.02,2.7
42.45,-65.48,303,30,10,2005,48.18,19.12,13.54,0.003,1,2005-055,BBL4,0.785,11.1,3.1
42.13,-65.5,303,30,10,2005,26.49,12.81,15.62,0.019,0.98,2005-055,BBL5,0.412,12.27,1.4
41.87,-65.36,304,31,10,2005,56.94,22.18,16.68,0,1,2005-055,BBL7,0.772,14.9,4.8
44.27,-63.32,111,21,4,2006,78.42,65.08,-29.72,0.127,0.79,2006-008,HL2,0.56,3.25,1.4
43.94,-58.92,112,22,4,2006,565.14,33.19,26.49,0,1,2006-008,SG9,4.94,3.45,1.5
43.91,-58.99,112,22,4,2006,410.35,44.44,12.79,0,1,2006-008,SG11,3.534,4.08,1.1
43.89,-59.07,113,23,4,2006,175.19,33.54,27.48,0,1,2006-008,SG13,1.49,4.06,1.1
44,-59.03,114,24,4,2006,809.84,35.01,3.85,0.318,0.97,2006-008,SG4,9.491,2.98,1.9
44.01,-59,114,24,4,2006,721.82,26.98,20.19,0.261,0.98,2006-008,SG6,8.328,2.87,0.8
44.03,-58.96,114,24,4,2006,816.01,27.85,22.07,0,1,2006-008,SG8,8.539,2.81,1.7
44.09,-59.03,115,25,4,2006,591.07,27.18,22.96,0,1,2006-008,SG1,6.072,3.22,1.9
44.07,-59.07,115,25,4,2006,693.98,33.33,22.44,0,1,2006-008,SG2,6.622,3.34,0.8
44.06,-59.1,115,25,4,2006,592.98,31.86,22.31,0,1,2006-008,SG3,5.811,3.56,1.5
44.23,-59.56,115,25,4,2006,148.15,32.83,43.74,0,1,2006-008,GWA2,0.741,4.23,0.7
43.76,-59.07,115,25,4,2006,113.42,38.77,26.41,0,1,2006-008,SG14,0.925,5.08,1.6
43.81,-58.99,115,25,4,2006,151.06,50.7,-4.5,0,1,2006-008,SG16,1.184,4.76,0.5
43.84,-58.9,116,26,4,2006,115.57,37.29,33.79,0,1,2006-008,SG18,0.82,5.45,1.1
43.89,-58.84,116,26,4,2006,174.86,39.72,20.78,0,1,2006-008,SG20,1.532,4.54,0.8
43.78,-57.83,116,26,4,2006,107.19,26.15,8.04,0.082,0.95,2006-008,LL8,1.642,5.16,0.5
44.13,-58.18,116,26,4,2006,497.86,22.7,16.59,0.153,0.98,2006-008,LL7,6.852,2.95,1.1
44.48,-58.51,117,27,4,2006,205.03,14.14,13.93,3.207,0.64,2006-008,LL6,6.768,2.65,1.3
44.82,-58.85,117,27,4,2006,159.44,19.2,13.14,0.339,0.91,2006-008,LL5,2.96,2.46,1.2
45.16,-59.18,117,27,4,2006,137.21,16.61,36.67,0.132,0.96,2006-008,LL4,0.42,1.87,1.5
45.49,-59.51,117,27,4,2006,1.89,6.56,8.63,0.106,0.52,2006-008,LL3,0.154,1.42,0.6
45.66,-59.7,117,27,4,2006,9.52,26.19,30.15,0.052,0.74,2006-008,LL2,0.127,1.41,0.9
46.96,-60.22,118,28,4,2006,647.19,21.65,22.43,1.272,0.9,2006-008,CSL1,8.245,1.34,1.2
47.02,-60.12,118,28,4,2006,259.85,16.89,11.85,0.42,0.94,2006-008,CSL2,5.219,1.36,1.2
47.1,-59.99,118,28,4,2006,265.41,24.06,-2.64,0.154,0.97,2006-008,CSL3,4.528,1.41,0.9
47.27,-59.78,118,28,4,2006,182.84,9.27,15.48,1.043,0.88,2006-008,CSL4,2.994,1.54,1.6
47.43,-59.56,118,28,4,2006,83.68,13.43,37.53,0.482,0.84,2006-008,CSL5,0.532,1.99,1.1
44.86,-61.9,119,29,4,2006,3.61,13.15,17.09,0.086,0.56,2006-008,SIB1,0.133,3.17,1
44.51,-61.54,119,29,4,2006,19.5,10.36,23.66,0.098,0.88,2006-008,SIB2,0.153,2.56,1
44.26,-61.27,119,29,4,2006,79.03,30.07,9.88,0.073,0.94,2006-008,SIB3,1.066,4.9,1.4
44.06,-61.07,119,29,4,2006,27.81,8.82,41.49,1.044,0.55,2006-008,SIB4,1.044,4.97,1.2
43.67,-60.65,120,30,4,2006,68.16,25.59,21.91,0,1,2006-008,SIB5,0.737,3.79,1.1
43.25,-65.05,123,3,5,2006,9.36,21.86,18,0.044,0.8,2006-008,RL1,0.166,4.05,1.5
41.88,-65.4,123,3,5,2006,145.42,31.49,17.84,0,1,2006-008,BBL7,1.569,6.95,0.7
42,-65.51,124,4,5,2006,134.01,48.98,-9.8,0,1,2006-008,BBL6,1.07,6.32,1.7
42.13,-65.54,124,4,5,2006,40.08,12.03,7.97,0.476,0.74,2006-008,BBL5,1.544,6.86,0.6
42.43,-65.48,124,4,5,2006,33.27,15.98,8.32,0.086,0.91,2006-008,BBL4,0.812,3.94,0.5
42.76,-65.48,124,4,5,2006,15.97,16.21,14.42,0.079,0.83,2006-008,BBL3,0.344,3.93,1.3
43,-65.48,124,4,5,2006,24.63,15.38,15.32,0.075,0.9,2006-008,BBL2,0.464,4.41,1.2
43.24,-65.48,124,4,5,2006,2.05,13.26,13.71,0.105,0.37,2006-008,BBL1,0.141,3.77,1.2
42.85,-61.73,126,6,5,2006,93.21,18.14,18.15,0,1,2006-008,HL6,1.243,8.24,0.9
43.18,-62.1,126,6,5,2006,45.3,12.54,7.34,0.133,0.92,2006-008,HL5,1.347,5.2,1.1
43.48,-62.45,126,6,5,2006,43.61,17.99,23.15,0,1,2006-008,HL4,0.423,5.86,0.9
43.88,-62.88,126,6,5,2006,55.33,24.45,15.62,0,1,2006-008,HL3,0.736,5.22,1.2
50.86,-52.79,145,25,5,2006,13.97,9.86,10.04,0.081,0.87,2006-019,CTDtest,0.418,3.36,3.5
53.8,-55.44,146,26,5,2006,94.27,5.91,32.91,1.137,0.85,2006-019,L3_02,1.137,1.76,0.1
53.99,-55.26,146,26,5,2006,81.16,7.89,38.07,0.697,0.85,2006-019,L3_03,0.697,1.46,-0.2
54.22,-55.04,146,26,5,2006,72.61,8.57,20.72,1.06,0.76,2006-019,L3_04,1.242,1.24,4.6
54.52,-54.74,146,26,5,2006,122.35,17.63,27.9,0.73,0.79,2006-019,L3_05,1.521,1.86,0.2
54.76,-54.49,146,26,5,2006,110.88,12.35,23.65,0.547,0.87,2006-019,L3_06,1.119,1.77,-0.7
54.95,-54.29,147,27,5,2006,411.9,17.52,20.17,0,1,2006-019,L3_07,4.835,1.14,0.8
55.11,-54.13,147,27,5,2006,115.78,10.09,14.88,0.213,0.96,2006-019,L3_08,1.757,2.27,-0.7
55.26,-53.98,147,27,5,2006,97.14,15.73,-1.93,0.098,0.96,2006-019,L3_09,2.543,1.85,0
56.54,-52.68,148,28,5,2006,316.88,19.4,15.26,0.082,0.99,2006-019,L3_14,4.865,4.73,-1
58.22,-50.87,149,29,5,2006,393.08,23.23,15.88,0.102,0.99,2006-019,L3_18,5.446,5.11,0.1
60.29,-48.55,150,30,5,2006,90.59,38.29,35.7,0.645,0.59,2006-019,L3_25,1.256,4.75,-0.4
60.45,-48.36,150,30,5,2006,272.7,31.5,14.43,0.451,0.88,2006-019,L3_27,3.561,1.53,-0.6
60.57,-48.23,150,30,5,2006,8.65,6.39,37.22,1.35,0.29,2006-019,L3_28,1.35,1.48,-0.6
60.83,-48.75,150,30,5,2006,677.79,27.53,19.29,0,1,2006-019,CD_02,7.684,0.88,-0.5
60.37,-48.45,151,31,5,2006,68.76,11.34,8.58,0.47,0.84,2006-019,L3_26,2.287,2.02,-0.7
60.18,-48.68,151,31,5,2006,147.86,52.83,16.79,0.101,0.92,2006-019,L3_24,1.163,4.4,-0.3
56.02,-48.88,152,1,6,2006,405.24,47.71,-16.47,0,1,2006-019,Bio_1Ju,3.193,5.53,-0.4
53.46,-49.5,153,2,6,2006,141.79,22.98,18.16,0,1,2006-019,L4_10,1.801,6.54,-0.1
52.84,-51.6,154,3,6,2006,691.69,23.06,13.28,0,1,2006-019,L4_05.9,10.138,4.36,2.8
52.73,-52,154,3,6,2006,112.54,15.22,17.05,0.262,0.92,2006-019,L4_05,1.837,3.08,2.6
52.5,-52.81,154,3,6,2006,274.22,58.73,8.22,0,1,2006-019,L4_03,1.845,3.8,-0.1
51.03,-57.6,155,4,6,2006,13.39,6.11,19.23,0.163,0.84,2006-019,Bio_4Ju,0.169,8.06,2.9
45.62,-59.4,156,5,6,2006,27.23,19.06,-0.03,0.071,0.89,2006-019,Bio_5Ju,0.641,7.71,-0.7
42.03,-61.08,157,6,6,2006,47.65,12.82,34.66,0.062,0.96,2006-019,HL_10,0.101,11.92,1.9
42.52,-61.41,158,7,6,2006,30.85,8.69,30.56,0.199,0.88,2006-019,HL_07,0.202,11.9,-0.1
42.84,-61.74,158,7,6,2006,18.53,8.23,39.31,0.313,0.74,2006-019,HL_06,0.313,11.06,-0.7
43.18,-62.12,158,7,6,2006,23.02,6.8,32.16,0.275,0.83,2006-019,HL_05,0.275,9.98,-0.4
43.48,-62.46,158,7,6,2006,27.29,6.51,39.49,0.341,0.83,2006-019,HL_04,0.341,10.79,0.2
43.88,-62.89,159,8,6,2006,53.59,21.27,35.01,0.005,1,2006-019,HL_03,0.264,10.31,-0.4
44.27,-63.31,159,8,6,2006,30.98,11.36,18.17,0.09,0.92,2006-019,HL_02,0.393,8.69,0
44.4,-63.45,159,8,6,2006,40.13,23.58,20.22,0.132,0.84,2006-019,HL_01,0.602,8.78,0.1
44.27,-63.32,97,6,4,2000,239.53,7.73,4.73,0.533,0.96,2000-002,HL2,10.785,2.7,0
43,-65.48,98,7,4,2000,66.14,18.63,24.37,0.236,0.86,2000-002,BBL2,0.838,4.02,0
42.76,-65.48,98,7,4,2000,17.78,7.21,8.69,0.812,0.55,2000-002,BBL3,1.288,3.85,0
42.6,-66.18,99,8,4,2000,72.16,16.6,18.99,0.963,0.64,2000-002,BBB6,1.865,4.39,0
42.9,-66.18,99,8,4,2000,87,32.54,15.78,1.2,0.47,2000-002,BBB6,2.148,6.03,0
42.29,-65.84,99,8,4,2000,158.52,17.47,5.17,0.48,0.88,2000-002,PSM1,3.945,5.73,0
42.45,-65.48,99,8,4,2000,15.49,4.89,12.04,1.04,0.55,2000-002,BBL4,1.101,4.29,0
42,-65.51,99,8,4,2000,176.46,12.16,42.01,1.418,0.8,2000-002,BBL6,1.433,6.89,0
41.87,-65.35,99,8,4,2000,32.32,5.61,29.37,2.053,0.53,2000-002,BBL7,2.053,6.74,0
43.25,-64.62,102,11,4,2000,27.84,13.82,12.03,0.768,0.51,2000-002,RL2,1.318,3.49,0
43,-64.4,102,11,4,2000,184.29,17.61,12.12,0.672,0.86,2000-002,RL3,3.966,3.15,0
42.62,-64.08,102,11,4,2000,190.28,13.52,8.8,0.084,0.99,2000-002,RL5,4.627,7.13,0
42.32,-63.87,102,11,4,2000,189.72,16.54,16.87,0.743,0.86,2000-002,RL6,3.463,5.76,0
43.88,-62.88,102,11,4,2000,148.62,10.05,8.51,0.477,0.93,2000-002,HL3,4.599,4.35,0
44.27,-63.32,103,12,4,2000,250.22,14.75,6.99,0.522,0.93,2000-002,HL2,6.571,3.47,0
44.4,-63.45,103,12,4,2000,325.32,10.98,7.62,0.502,0.96,2000-002,HL1,9.792,3.21,0
42.53,-61.4,104,13,4,2000,93.54,20.58,15.76,0,1,2000-002,HL7,1.352,6.87,0
42.85,-61.73,104,13,4,2000,201.51,35.93,4.33,0.095,0.96,2000-002,HL6,2.316,4.15,0
43.18,-62.1,105,14,4,2000,19.02,6.91,39.9,1.241,0.47,2000-002,HL5,1.241,4.49,0
43.58,-61.53,105,14,4,2000,16.96,7.13,11.64,1.383,0.41,2000-002,WB2,1.634,4.14,0
43.79,-61.21,105,14,4,2000,28.6,8.83,48.73,2.423,0.35,2000-002,WB3,2.423,4.48,0
44.3,-60.46,105,14,4,2000,521.72,27.33,20.17,0,1,2000-002,GWA1,5.8,3.5,0
44.23,-59.56,106,15,4,2000,150.98,40.29,29.78,0,1,2000-002,GULDD1,1.138,3.16,0
44.13,-59.12,106,15,4,2000,30.33,25.85,28.05,0.533,0.47,2000-002,GULDD2,0.793,3.46,0
44.02,-59.04,107,16,4,2000,311.14,13.33,40.89,0.428,0.96,2000-002,GULDD3,0.512,3.54,0
43.81,-58.91,107,16,4,2000,436.44,20.13,14.53,0,1,2000-002,GULDD4,6.666,4.04,0
43.47,-57.53,107,16,4,2000,126,17.52,4.08,0.175,0.94,2000-002,LL9,2.968,9.89,0
43.78,-57.84,108,17,4,2000,147.47,18.95,18.89,0,1,2000-002,LL8,1.889,6.37,0
44.13,-58.18,108,17,4,2000,335.03,12.51,9.88,0.029,1,2000-002,LL7,7.851,3.51,0
44.48,-58.51,108,17,4,2000,291.72,15.36,12.41,1.764,0.81,2000-002,LL6,7.231,2.54,0
44.82,-59.85,108,17,4,2000,628.8,18.83,10.69,0,1,2000-002,LL5,11.339,2.35,0
45.16,-59.17,108,17,4,2000,490.22,14.3,11.61,0.342,0.98,2000-002,LL4,10.178,1.94,0
45.49,-59.52,109,18,4,2000,925.95,23.08,16.97,0,1,2000-002,LL3,12.214,2.05,0
45.66,-59.7,109,18,4,2000,788.53,21.27,12.91,0,1,2000-002,LL2,12.302,1.81,0
45.83,-59.85,109,18,4,2000,764.04,32.77,2.27,0.936,0.91,2000-002,LL1,10.215,0.62,0
46.96,-60.22,109,18,4,2000,1133.77,42.71,37.64,0,1,2000-002,CSL1,7.182,0.54,0
47.02,-60.12,109,18,4,2000,1197.97,40.92,25.42,0,1,2000-002,CSL2,9.63,0.33,0
47.1,-59.99,109,18,4,2000,804.56,32.83,20.29,0.837,0.92,2000-002,CSL3,8.914,0.45,0
47.27,-59.78,109,18,4,2000,717.61,23.54,21.45,0,1,2000-002,CSL4,8.03,0.33,0
47.43,-69.56,109,18,4,2000,633.93,24.37,18.89,0,1,2000-002,CSL5,7.685,0.51,0
47.58,-59.34,110,19,4,2000,88.19,11.76,2.31,0.3,0.91,2000-002,CSL6,3.234,0.72,0
46.17,-57.05,110,19,4,2000,189.49,39.96,68.4,0.037,0.98,2000-002,LC7,0.474,2.3,0
45.98,-57.63,110,19,4,2000,240.85,15.25,16.49,0.094,0.99,2000-002,LC4,3.605,2.18,0
45.85,-59.06,110,19,4,2000,650.29,18.07,21.74,0,1,2000-002,LC2,6.962,2.03,0
45.8,-58.22,110,19,4,2000,1108.45,27.11,16.79,0,1,2000-002,LC1,13.465,1.61,0
44.33,-57.41,111,20,4,2000,121.58,8.7,6.35,0.211,0.96,2000-002,BANQC4,4.482,2.37,0
45.66,-59.7,112,21,4,2000,266.76,15.09,24.75,1.686,0.81,2000-002,LL2,3.524,2.1,0
44.86,-61.9,112,21,4,2000,59.63,13.28,48.39,2.123,0.46,2000-002,SIB1,2.126,2.88,0
44.25,-61.26,112,21,4,2000,50.32,24.91,13.7,0.205,0.8,2000-002,SIB3,0.898,4.95,0
43.66,-60.64,113,22,4,2000,31.18,22.47,15.19,0.297,0.65,2000-002,SIB5,0.737,3.77,0
43.32,-60.34,113,22,4,2000,271.92,28.29,23.03,0.003,1,2000-002,SIB6,2.756,4.6,0
43.12,-60.15,113,22,4,2000,92.6,24.99,14.6,0.03,0.98,2000-002,SIB7,1.276,6.54,0
44.27,-63.32,114,23,4,2000,121.07,17.85,9.86,0.318,0.89,2000-002,HL2,2.641,4.14,0
44.26,-63.35,142,21,5,2000,71.46,34.01,20.76,0,1,2000-009,Hfx2,0.696,6.2,0
55.11,-54.13,145,24,5,2000,47.4,13.65,34.55,0.689,0.67,2000-009,AR7W-8,0.745,1.94,0
55.6,-53.64,147,26,5,2000,86.31,44.04,21.85,0,1,2000-009,AR7W-1,0.691,3.6,0
57.13,-55.27,149,28,5,2000,31.54,23.4,33.26,0.287,0.65,2000-009,K-33,0.483,3.83,0
56.68,-52.45,151,30,5,2000,160.46,36.72,14.62,0,1,2000-009,Bravo,1.61,3.91,0
59.08,-49.9,152,31,5,2000,19.93,10.99,10.67,0.94,0.43,2000-009,L3-20,1.391,3.36,0
60.24,-48.64,153,1,6,2000,553.65,16.1,23.59,0.389,0.97,2000-009,AR7W-2,5.078,0.01,0
60.04,-48.88,153,1,6,2000,420.99,16.27,14.45,1.644,0.86,2000-009,L3-23,8.603,0.51,0
57.88,-51.24,154,2,6,2000,49.78,25,13.58,0.268,0.75,2000-009,AR7W-1,0.954,3.65,0
56.54,-52.63,155,3,6,2000,139.35,38.69,20.51,0.091,0.94,2000-009,Ev-119,1.34,3.92,0
55.47,-53.69,156,4,6,2000,25.44,12.41,6.38,0.092,0.9,2000-009,Ev-129,0.808,2.44,0
54.97,-54.22,157,5,6,2000,39.08,23.6,14.57,0.139,0.83,2000-009,L3-07,0.685,2.92,0
54.45,-52.96,157,5,6,2000,76.88,18.79,24.37,0.089,0.95,2000-009,L3-8.5,0.793,-0.17,0
54.04,-53.5,157,5,6,2000,47.54,25.33,7.32,0.055,0.93,2000-009,Ev-140,0.773,3.26,0
53.68,-54.04,157,5,6,2000,40.99,21.48,12.12,0.086,0.9,2000-009,L3-5,0.736,0.22,0
53.32,-54.62,157,5,6,2000,30.98,17.84,28.86,0.143,0.83,2000-009,Ev-147,0.33,1.54,0
49.85,-58.54,158,6,6,2000,15.9,16.17,20.24,0.01,0.97,2000-009,Ev-148,0.19,1.09,0
44.3,-63.23,274,30,9,2000,25.38,6.24,21.82,0.307,0.84,2000-050,HL2,0.311,4.6,0
43.25,-64.62,275,1,10,2000,40.13,18.82,32.34,0.052,0.94,2000-050,RL2,0.247,3.79,0
43.25,-65.05,275,1,10,2000,30.06,12.46,16.71,0.053,0.95,2000-050,RL1,0.444,3.77,0
43.26,-65.51,275,1,10,2000,6.49,3.3,12.78,0.321,0.71,2000-050,BBL1,0.321,3.8,0
43,-65.48,275,1,10,2000,58.75,11.34,3.8,0.128,0.94,2000-050,BBL2,2.082,1.79,0
42.76,-65.46,275,1,10,2000,73.85,10.39,16.92,0.207,0.93,2000-050,BBL3,0.96,3.55,0
42.44,-65.46,275,1,10,2000,55.41,16.33,16.31,0.091,0.94,2000-050,BBL4,0.913,4.53,0
42.34,-65.89,276,2,10,2000,74.12,17.21,26.48,0.076,0.96,2000-050,PSM1,0.602,4.33,0
42.13,-65.5,276,2,10,2000,13.33,5.63,30.05,0.18,0.84,2000-050,BBL5,0.18,6.15,0
42,-65.49,276,2,10,2000,24.48,11.93,41.7,0.138,0.86,2000-050,BBL6,0.14,7.39,0
41.87,-65.36,276,2,10,2000,19.09,10.11,14.43,0.027,0.97,2000-050,BBL7,0.299,7.12,0
42.62,-64.08,277,3,10,2000,19.86,4.08,37.8,0.182,0.91,2000-050,RL5,0.182,7.52,0
42.75,-64.19,277,3,10,2000,29.56,14.91,30,0.039,0.95,2000-050,RL4,0.144,6.9,0
43,-64.4,277,3,10,2000,18.81,6.82,38.9,0.193,0.85,2000-050,RL3,0.193,5.99,0
43.4,-64.75,277,3,10,2000,14.05,5.31,20.27,0.246,0.81,2000-050,RBANK,0.247,5.23,0
43.56,-64.88,277,3,10,2000,32.9,10.25,23.89,0.018,0.99,2000-050,RL0,0.103,4.74,0
44.4,-63.44,281,7,10,2000,28.37,22.45,18.74,0.165,0.75,2000-050,HL1,0.521,5.25,0
44.27,-63.32,281,7,10,2000,11.76,6.67,31.76,0.189,0.79,2000-050,HL2,0.189,5.57,0
43.92,-62.89,281,7,10,2000,10.93,4.86,43.97,0.194,0.82,2000-050,HL3,0.194,6.69,0
43.17,-62.11,282,8,10,2000,31.42,16.41,18.85,0.016,0.98,2000-050,HL5,0.411,7.17,0
42.85,-61.73,282,8,10,2000,11.13,9.54,46.56,0.136,0.77,2000-050,HL6,0.136,8.94,0
42.53,-61.4,282,8,10,2000,19.25,17.74,41.15,0.06,0.88,2000-050,HL7,0.089,8.97,0
44.3,-60.46,283,9,10,2000,30.03,12.56,9.12,0.057,0.94,2000-050,GWA1,0.789,5.1,0
44.23,-59.56,283,9,10,2000,39.19,8,4.73,0.072,0.96,2000-050,GULDD1,1.713,5.68,0
44.13,-59.13,283,9,10,2000,43.85,27.36,11.04,0.013,0.98,2000-050,GULDD2,0.603,4.54,0
43.81,-58.92,284,10,10,2000,30.94,17.76,19.84,0.029,0.96,2000-050,GULDD4,0.401,6.21,0
44.02,-59.04,284,10,10,2000,39.39,27.83,15.98,0,1,2000-050,GULDD3,0.479,4.61,0
44.15,-59.25,284,10,10,2000,35.45,11.01,3.03,0.083,0.94,2000-050,NORM1,1.319,4.97,0
43.78,-57.83,285,11,10,2000,35.9,30.95,7.68,0.021,0.96,2000-050,LL8,0.47,6.75,0
44.12,-58.18,285,11,10,2000,39.18,19.39,10.08,0.019,0.98,2000-050,LL7,0.724,3.73,0
44.49,-58.49,286,12,10,2000,30.86,33.21,0.39,0.057,0.87,2000-050,LL6,0.428,3.91,0
44.81,-58.84,286,12,10,2000,50.14,13.33,9.18,0.067,0.96,2000-050,LL5,1.251,3.69,0
45.16,-59.17,286,12,10,2000,74.72,18.32,11.93,0,1,2000-050,LL4,1.316,4.56,0
45.49,-59.52,286,12,10,2000,58.88,12.68,7.9,0,1,2000-050,LL3,1.526,3.06,0
45.67,-59.69,286,12,10,2000,58.44,13.42,8.29,0.009,1,2000-050,LL2,1.444,3.14,0
45.83,-59.85,286,12,10,2000,63.8,13.25,7.72,0.034,0.98,2000-050,LL1,1.655,3.52,0
46.96,-60.22,287,13,10,2000,39.75,24.74,14.19,0,1,2000-050,CSL1,0.544,2.54,0
47.02,-60.12,287,13,10,2000,41.53,19.55,21,0,1,2000-050,CSL2,0.476,1.96,0
47.1,-59.99,287,13,10,2000,29.78,12.5,10.61,0.035,0.96,2000-050,CSL3,0.698,1.16,0
47.27,-59.78,287,13,10,2000,59.13,14.6,8.66,0.006,1,2000-050,CSL4,1.361,9.24,0
47.43,-59.56,287,13,10,2000,55.88,16.91,10.11,0.029,0.98,2000-050,CSL5,1.131,9.85,0
47.56,-59.31,287,13,10,2000,24.69,5.78,4.66,0.067,0.96,2000-050,CSL6,1.298,8.62,0
46.17,-57.05,288,14,10,2000,30.56,23.25,16.87,0,1,2000-050,LC7,0.403,2.05,0
46.13,-57.17,288,14,10,2000,49.45,26.85,4.75,0,1,2000-050,LC6,0.723,2.71,0
45.98,-57.61,288,14,10,2000,39.85,19.37,14.77,0.013,0.98,2000-050,LC4,0.627,3.03,0
45.85,-58.07,288,14,10,2000,51.96,11.63,10.25,0.033,0.98,2000-050,LC2,1.242,2.05,0
45.8,-58.23,288,14,10,2000,41.45,13.24,10.3,0.024,0.98,2000-050,LC1,0.946,2.54,0
44.27,-63.32,290,16,10,2000,47.98,7.29,4.93,0.07,0.97,2000-050,HL2,2.158,9.74,0
44.27,-63.32,278,5,10,2006,24.65,15.48,16.93,0.045,0.93,2006-052,HL2,0.394,15,1.8
