lat,lon,dn,day,mon,year,h,sigma,zm,Bo,rho,dataset,stn,chlsur,tempsur,tz
46.94,-59.56,225,13,8,1982,51.25,15.11,21.25,0.014,0.99,82027,1,0.517,13.9,28
54.75,-55.87,228,16,8,1982,31.24,10.42,54.66,0.095,0.93,82027,-99,0.095,8,17
55.4,-57.42,229,17,8,1982,17.3,6.89,67.25,0.243,0.8,82027,-99,0.243,3.4,20
57.03,-59.91,230,18,8,1982,18.95,13.15,58.78,0.092,0.86,82027,-99,0.092,3,15
57.91,-60.93,230,18,8,1982,95.19,7.66,40.84,0.123,0.98,82027,-99,0.123,3.5,35
60.8,-64.32,231,19,8,1982,326.1,30.27,-7.88,0.547,0.89,82027,-99,4.702,1,30
55.79,-54.62,180,28,6,1984,53.31,4.68,42.49,0.437,0.91,84026,13,0.437,-0.2,40
55.66,-55.15,181,29,6,1984,99.67,19.77,49.14,0.082,0.96,84026,16,0.174,-0.8,50
55.77,-54.91,181,29,6,1984,674.77,33.22,5.44,0,1,84026,18,7.995,-0.3,35
55.84,-54.82,181,29,6,1984,91.16,7.04,27.68,0.183,0.97,84026,19,0.185,-0.4,15
53.02,-50.87,184,2,7,1984,15.04,6.33,37.62,0.17,0.85,84026,24,0.17,1,36
52.88,-51.25,184,2,7,1984,44.18,7.14,31.7,0.141,0.95,84026,25,0.141,1.2,35
54.43,-51.82,177,25,6,1984,2.82,12.91,21.99,0.224,0.28,84026,1,0.244,0.9,35
54.38,-55.99,179,27,6,1984,25.37,6.15,8.4,0.341,0.83,84026,8,0.989,-1.2,13
55.79,-54.62,180,28,6,1984,16.6,4.65,49.34,0.441,0.76,84026,13,0.441,-0.2,40
55.6,-55.24,181,29,6,1984,15.72,6.48,41.33,0.627,0.61,84026,15,0.627,-0.2,35
55.78,-54.91,181,29,6,1984,60.63,7.19,34.63,3.088,0.52,84026,18,3.088,-0.3,35
55.87,-54.71,181,29,6,1984,75.96,7.28,39,2.914,0.59,84026,20,2.914,-0.6,30
54.49,-56.35,185,3,7,1984,16.56,3.58,8.37,0.793,0.7,84026,28,0.913,-1.2,9
55.6,-55.24,181,29,6,1984,74.01,16.44,48.31,0.652,0.73,84026,15,0.676,-0.2,35
55.71,-55.03,181,29,6,1984,104,13.03,50.71,0,1,84026,17,0.002,-0.8,55
54.35,-56.35,179,27,6,1984,403.8,27.27,-17.66,0.592,0.91,84026,7,5.382,-1.2,13
46.3,-53.31,128,7,5,1988,2243.6,101.43,16,0,1,88014,1,8.715,0,50
49.9,-52.68,129,8,5,1988,274.42,7.42,12.22,0.672,0.96,88014,2,4.474,-1,40
53,-54.99,130,9,5,1988,435.5,17.07,13.06,2.19,0.82,88014,3,9.786,0,10
53.02,-55.01,130,9,5,1988,446.51,15.24,10.31,0.114,0.99,88014,3,9.412,0,10
52.96,-54.99,131,10,5,1988,471.12,15.95,13.24,0.167,0.99,88014,4,8.516,-0.8,25
52.98,-54.99,131,10,5,1988,469.15,17.6,6.11,0.338,0.97,88014,4,10.35,-0.8,25
54.06,-54.93,132,11,5,1988,413.83,17.75,8.22,0.3,0.97,88014,5,8.655,-0.4,20
54.07,-54.91,132,11,5,1988,422.63,14.96,8.09,0.183,0.98,88014,5,9.92,-0.4,20
53.87,-52.74,133,12,5,1988,928.09,20.06,-3.86,0.185,0.99,88014,6,18.304,-0.9,10
53.76,-53.08,134,13,5,1988,607.29,11.05,19.73,0.943,0.96,88014,7,5.396,-0.6,10
53.77,-53.03,134,13,5,1988,378.81,7.6,7.88,2.378,0.89,88014,7,13.995,-0.6,10
53.58,-53.17,135,14,5,1988,784.77,10.11,18.32,0.657,0.98,88014,8,6.653,-0.6,25
53.57,-53.17,135,14,5,1988,590.29,11.11,12.79,1.375,0.94,88014,8,12.301,-0.6,25
50.56,-57.84,137,16,5,1988,127.66,3.98,31.82,1.098,0.92,88014,9,1.098,0.2,20
50.57,-57.83,137,16,5,1988,197.23,7.37,20.55,0.695,0.94,88014,9,0.914,0.2,20
50.58,-57.8,138,17,5,1988,194.88,5.73,29.06,0.721,0.95,88014,10,0.721,-0.2,30
54.7,-50.98,184,3,7,1985,7.16,2.88,31.09,0.287,0.78,LABSEA85,5,0.287,2.5,25
54.11,-52.46,185,4,7,1985,26.2,4.85,31.8,0.818,0.72,LABSEA85,10,0.818,3.6,15
54.49,-55.31,187,6,7,1985,93.45,8.86,16.58,0.146,0.97,LABSEA85,27,0.877,-1,20
55.53,-55.13,188,7,7,1985,6.64,14.16,6.72,0.402,0.32,LABSEA85,35,0.569,2,40
53.17,-52.83,190,9,7,1985,41.86,2.22,26.86,0.641,0.92,LABSEA85,44,0.641,1,1
53.04,-50.5,191,10,7,1985,13.88,7.22,24.07,0.384,0.67,LABSEA85,46,0.387,6.3,1
51.97,-54.67,192,11,7,1985,32.77,2.1,25.25,0.75,0.89,LABSEA85,49,0.75,-1,25
43.91,-49.13,104,13,4,1984,1156,35.45,30.67,2.136,0.86,84010,10,11.084,0.7,10
43.95,-49.12,105,14,4,1984,113.21,10.46,30.34,11.581,0.27,84010,10,11.645,0.7,10
43.9,-49.17,106,15,4,1984,305.13,22.46,51.89,2.581,0.68,84010,10,2.957,0.7,10
43.83,-49.09,107,16,4,1984,72.52,2.9,20.86,9.342,0.52,84010,10,9.342,0,15
45.79,-54.54,248,5,9,1985,13.65,4.37,25.31,0.421,0.75,85026,2,0.421,10.9,5
45.47,-53.78,248,5,9,1985,18.49,10.07,26.94,0.216,0.77,85026,3,0.236,12.9,10
45.17,-53.08,249,6,9,1985,10.15,4.42,22.24,0.336,0.73,85026,4,0.336,12.8,15
44.8,-52.27,249,6,9,1985,9.99,3.41,25.76,0.27,0.81,85026,5,0.27,9.3,20
44.5,-51.45,250,7,9,1985,18.84,4.32,32.25,0.252,0.87,85026,6,0.252,13.7,1
44.63,-50,251,8,9,1985,7.29,3.05,24.85,0.389,0.71,85026,7B,0.389,11.4,1
43.87,-49.92,251,8,9,1985,17.44,3.2,23.18,0.714,0.75,85026,8,0.714,6.8,20
43.17,-48.38,252,9,9,1985,41.73,6.58,29.26,0.082,0.97,85026,10,0.082,5.1,30
43.72,-50.53,253,10,9,1985,16.21,3.94,32.43,0.362,0.82,85026,11,0.362,2.4,32
43.08,-51,253,10,9,1985,20.94,6.29,34.92,0.181,0.88,85026,13,0.181,4.9,35
44,-50.33,250,7,9,1985,33.17,18.56,15.21,0,1,85026,7A,0.51,13.6,10
43.58,-49.12,252,9,9,1985,74.57,4.25,18.15,0.39,0.95,85026,9,0.391,7.8,5
40.69,-47.14,117,27,4,1989,111.51,26.05,7.86,0,1,89003,42,1.632,14.7,20
40.64,-47.18,118,28,4,1989,113.05,22.33,15.3,0,1,89003,63,1.597,15,50
40.56,-47.17,119,29,4,1989,137.29,25.69,13.55,0,1,89003,84,1.855,15.4,1
39.95,-47.08,123,3,5,1989,89.01,18.82,7.43,0.072,0.96,89003,142,1.817,14.6,40
41.54,-50.23,118,28,4,1991,108.33,43.1,-1,0.082,0.92,91007,1001,1.084,12,1
59.8,-43.09,142,22,5,1991,101.71,32.73,37.62,0,1,91007,9901,0.64,-1.5,1
59.69,-42.92,142,22,5,1991,125.18,38.36,31.34,0,1,91007,9902,0.932,-1.5,1
59.87,-48.74,147,27,5,1991,34.86,16.24,26.49,0.273,0.76,91007,11201,0.499,3.5,1
59.35,-49.33,148,28,5,1991,99.14,27.52,37.36,0.448,0.76,91007,11401,1.02,3.3,1
58.71,-50.03,148,28,5,1991,32.64,24.2,30.01,0.15,0.78,91007,11601,0.399,3.9,1
57.62,-51.22,149,29,5,1991,47.55,22.86,27.8,0.378,0.69,91007,11901,0.774,3.3,1
55.11,-53.95,151,31,5,1991,91.99,33.9,40.74,0.352,0.75,91007,12701,0.878,0.4,1
43.73,-54.07,116,26,4,1991,163.69,38.19,28.86,0,1,91007,1,1.285,2.9,40
43.08,-50.25,117,27,4,1991,256.74,22.7,19.33,0.086,0.98,91007,3,3.226,0.6,40
42.75,-50.25,117,27,4,1991,228.18,15.74,16.57,0.243,0.96,91007,6,3.566,-0.1,1
39.88,-50.23,119,29,4,1991,50.26,34.33,20.74,0,1,91007,14,0.487,20.8,1
60.87,-48.08,146,26,5,1991,157.99,25.51,12.96,0,1,91007,106,2.172,0,1
56.2,-52.77,150,30,5,1991,140.48,25.76,1.97,0.187,0.92,91007,123,2.356,1.4,1
55.9,-53.08,150,30,5,1991,102.96,20.47,19.61,0.896,0.69,91007,124,2.164,1.6,1
43.35,-65.17,94,4,4,1991,303.5,18.5,15.17,0.012,1,91001,4,4.688,1.4,1
43.35,-65.17,95,5,4,1991,200.5,11.9,8.84,0.272,0.96,91001,13,5.373,2,10
43.35,-65.17,96,6,4,1991,212.45,15.33,16.42,0.167,0.97,91001,29,3.282,2,1
43.27,-65.23,97,7,4,1991,854.8,44.54,-34.1,0,1,91001,45,5.711,2.2,1
39.55,-63.93,104,14,4,1991,47.8,22.21,17.18,0.067,0.93,91001,124,0.704,22,1
40.25,-64.58,105,15,4,1991,162.49,41.61,5.49,0.089,0.95,91001,130,1.633,12.4,1
40.37,-64.78,106,16,4,1991,118.07,34.38,18.22,0.041,0.97,91001,150,1.232,13.8,10
40.3,-64.92,107,17,4,1991,115.61,33.22,13.24,0.052,0.96,91001,159,1.334,7.5,1
43.32,-65.22,108,18,4,1991,151.96,34.87,27.64,0.621,0.74,91001,167,1.891,1.8,1
44.5,-63.45,108,18,4,1979,85.67,8.55,40.01,0.586,0.87,SHELF79,1,0.586,4,5
44.13,-63.18,109,19,4,1979,34.32,12.09,57.8,0.605,0.65,SHELF79,3,0.605,3,5
41.67,-61.5,113,23,4,1979,55.43,23.31,28.72,0,1,SHELF79,9,0.444,6.5,5
41.48,-61.49,113,23,4,1979,86.05,21.87,21.24,0.082,0.95,SHELF79,10,1.061,7.3,5
41.33,-61.5,114,24,4,1979,4.54,9.45,24.12,0.751,0.2,SHELF79,11,0.758,13.5,5
41.48,-61.5,114,24,4,1979,62.32,27.58,21.97,0.353,0.72,SHELF79,12,1.009,10,5
41.72,-61.5,116,26,4,1979,42.55,20.85,39.15,0.022,0.97,SHELF79,2,0.162,9.5,35
41.72,-61.51,117,27,4,1979,23.12,14.4,25.05,0.048,0.93,SHELF79,4,0.189,8.8,35
41.77,-61.4,117,27,4,1979,19.44,13.6,29.25,0.048,0.92,SHELF79,7,0.104,7.8,35
43.48,-62.46,110,20,4,1979,5.03,20.98,40.92,0.099,0.49,SHELF79,5,0.113,3.8,10
41.8,-61.5,111,21,4,1979,51.2,19.41,25.35,0,1,SHELF79,7,0.449,6,5
42.17,-63.42,120,30,4,1977,160.32,20.29,11.62,0.056,0.98,SHELF77,2,2.731,10.8,10
42.5,-63.42,120,30,4,1977,183.89,23.98,13.76,0.066,0.98,SHELF77,4,2.661,12.5,10
42.75,-63.42,121,1,5,1977,56.09,14.06,16.23,0.081,0.95,SHELF77,7,0.898,7.2,10
43,-63.42,121,1,5,1977,9.15,12.32,34.3,0.132,0.69,SHELF77,9,0.138,7.3,10
42.75,-63.42,122,2,5,1977,114.79,13.47,11.29,0.084,0.98,SHELF77,10,2.477,9.5,10
42.5,-63.42,122,2,5,1977,222.14,17.38,10.95,0.078,0.98,SHELF77,13,4.259,13.6,10
42.75,-63.42,123,3,5,1977,179.7,17.21,11.49,0.332,0.93,SHELF77,14,3.665,9.8,10
42.5,-63.42,123,3,5,1977,200.71,18.22,11.98,0,1,SHELF77,17,3.54,11,10
42.67,-63.42,124,4,5,1977,188.28,20.93,13.91,0.028,0.99,SHELF77,18,2.906,9.5,10
42.67,-63.42,125,5,5,1977,131.02,17.16,12.63,0.062,0.98,SHELF77,20,2.385,9.8,10
42.58,-63.42,127,7,5,1977,417.61,30.7,-19.51,0.027,1,SHELF77,25,4.461,12.5,10
42.75,-63.42,127,7,5,1977,235.2,23.95,16.16,0,1,SHELF77,27,3.12,9,10
42.77,-64,181,29,6,1976,28.66,31.38,35.39,0.011,0.97,SHELF76,8,0.204,14,0
42.68,-64,182,30,6,1976,27.56,12.82,45.59,0.126,0.87,SHELF76,13,0.128,14.4,10
42.78,-64,182,30,6,1976,24.7,8.48,19.82,0.047,0.96,SHELF76,16,0.123,14,10
42.98,-63.65,183,1,7,1976,18.57,5.68,19.05,0.101,0.93,SHELF76,21,0.106,14,10
42.98,-63.48,183,1,7,1976,29.81,33.59,25.64,0.043,0.89,SHELF76,22,0.308,13.8,10
42.8,-63.47,184,2,7,1976,39.58,11.83,36.02,0.106,0.93,SHELF76,30,0.119,14,10
42.67,-63.5,185,3,7,1976,29.18,18.54,36.45,0.024,0.96,SHELF76,35,0.115,16,0
42.8,-63.48,186,4,7,1976,27.19,11.11,29.02,0.063,0.94,SHELF76,40,0.095,14.5,10
42.5,-63.5,186,4,7,1976,18.98,14.89,31.02,0.018,0.97,SHELF76,44,0.076,15.9,10
42.67,-63.47,187,5,7,1976,16.53,12.59,47.9,0.09,0.85,SHELF76,49,0.09,14.8,10
42.65,-63.17,187,5,7,1976,31.47,14.18,44.88,0.037,0.96,SHELF76,52,0.043,15.3,10
43,-63,189,7,7,1976,15.52,6.43,36.67,0.078,0.93,SHELF76,60,0.078,8.9,40
42.5,-63.5,190,8,7,1976,14.44,15.49,35.73,0.021,0.95,SHELF76,69,0.047,12.2,40
42.5,-64,190,8,7,1976,26.89,8.56,22.95,0.039,0.97,SHELF76,72,0.073,5.8,40
42.67,-64,190,8,7,1976,32.72,11.66,27.9,0.051,0.96,SHELF76,74,0.115,7,40
42.67,-63.33,192,10,7,1976,27.42,11.68,49.5,0.114,0.89,SHELF76,86,0.114,18.3,10
43,-63.32,193,11,7,1976,57.24,25.57,28.23,0,1,SHELF76,87,0.486,15.4,10
42.65,-63.32,193,11,7,1976,27.93,9.5,51.69,0.129,0.9,SHELF76,88,0.129,17.7,10
43,-63.33,194,12,7,1976,40.3,21.23,27.22,0,1,SHELF76,94,0.333,15,10
42.67,-63.33,194,12,7,1976,19.5,11.3,48.55,0.15,0.82,SHELF76,96,0.15,17,10
43.67,-63.33,193,11,7,1976,30.93,9.33,51.35,0.076,0.95,SHELF76,90,0.076,17,10
43.5,-63.33,194,12,7,1976,34.91,23.4,23.15,0,1,SHELF76,91,0.365,16.2,10
42.4,-63.48,184,2,7,1976,54.51,24.21,56.62,0.005,0.99,SHELF76,33,0.063,15.8,10
42,-63.5,186,4,7,1976,28.38,11.81,30.2,0.053,0.95,SHELF76,45,0.089,15.4,10
42.48,-63,190,8,7,1976,16.43,13.6,38.77,0.028,0.95,SHELF76,66,0.036,13,40
43.08,-63.47,183,1,7,1976,7.28,8.33,26.06,0,1,SHELF76,24,0.003,13.8,10
42.67,-63.48,184,2,7,1976,38,15.49,55.91,0,1,SHELF76,32,0.001,15,10
42,-63.48,189,7,7,1976,19.61,12.95,32.51,0.019,0.97,SHELF76,55,0.045,16,10
41.5,-63.48,189,7,7,1976,12.7,74.47,19.37,0,1,SHELF76,58,0.066,25.1,10
42.42,-63.42,155,4,6,1978,44.11,10.74,34.17,0.174,0.9,SHELF78,2,0.184,10.5,10
42.25,-63.42,156,5,6,1978,25.85,5.67,36.11,0.25,0.88,SHELF78,15,0.25,11.6,10
42.42,-63.42,157,6,6,1978,13.05,4.39,18.83,0.104,0.92,SHELF78,22,0.104,11.1,10
42.67,-63.42,155,4,6,1978,8.73,6.14,40.6,0.135,0.81,SHELF78,5,0.135,9.1,10
42.67,-63.42,156,5,6,1978,10.36,5.68,29.37,0.206,0.78,SHELF78,11,0.206,6.6,10
42.24,-67.04,205,24,7,1985,89.22,19.04,29.6,0.232,0.89,85020,5,0.79,13.5,5
42.12,-67.04,205,24,7,1985,68.24,13.73,25.4,1.713,0.54,85020,9,2.071,12.5,5
42.11,-67.03,206,25,7,1985,16.01,3.91,14.81,0.485,0.77,85020,31,0.486,13.6,5
41.67,-67.49,207,26,7,1985,40.33,6.84,24.6,3.224,0.42,85020,76,3.228,15.1,5
42.05,-67.8,208,27,7,1985,52.18,17.37,24.82,0.192,0.86,85020,120,0.624,17.3,5
42.12,-67.03,213,1,8,1985,40.95,9.12,21.66,0.91,0.66,85020,179,1.017,15.1,5
42.07,-67.04,214,2,8,1985,8.92,8.54,8.46,1.153,0.27,85020,197,1.408,13.7,5
41.71,-67.5,214,2,8,1985,8.17,5.46,35.64,0.14,0.81,85020,210,0.14,15.3,5
42.12,-67.04,222,10,8,1985,22.99,9.27,49.53,1.334,0.43,85020,308,1.334,17.6,5
42.2,-67.04,222,10,8,1985,50.35,14.47,29.56,0.197,0.88,85020,310,0.369,16.9,5
42.12,-67.04,223,11,8,1985,28.62,11.19,21.68,0.707,0.59,85020,349,0.863,16.3,5
41.67,-67.49,207,26,7,1985,21.37,6.11,10.33,3.686,0.27,85020,76,4.02,15.1,5
42.35,-66.37,209,28,7,1985,26.09,5.32,21.81,0.562,0.78,85020,142,0.562,15.7,5
43.12,-66.12,211,30,7,1985,982.8,24.31,2.86,0.676,0.96,85020,154,16.693,9.9,5
42.86,-66.18,211,30,7,1985,42.65,8.09,21.56,0.808,0.72,85020,157,0.868,14.8,5
43.1,-66.16,212,31,7,1985,514.2,10.21,9.62,1.313,0.94,85020,161,14.203,9.4,5
42.91,-66.25,212,31,7,1985,194.64,20.65,32.57,0.667,0.85,85020,166,1.751,12.4,5
42,-66.49,209,28,7,1985,42.64,11.72,5.25,1.398,0.82,85020,140,2.711,14.4,5
41.98,-66.82,230,17,8,1988,36.52,10.95,13.12,1.608,0.45,88026,34,2.257,17.8,5
41.99,-66.78,231,18,8,1988,38.24,10.44,38.7,1.508,0.49,88026,55,1.51,15,25
41.98,-66.78,231,18,8,1988,75.52,20.2,17.49,1.027,0.59,88026,65,2.052,18,1
41.98,-66.78,232,19,8,1988,3.37,2.9,25.68,1.547,0.23,88026,92,1.547,16,20
42.09,-66.78,233,20,8,1988,51.25,8.39,16.98,0.837,0.74,88026,124,1.151,9,25
42.08,-66.77,234,21,8,1988,90.12,12.34,34.93,0.421,0.87,88026,150,0.474,13,25
42.08,-66.78,234,21,8,1988,13.84,6.14,14.34,0.87,0.51,88026,161,0.929,9,20
41.74,-67.49,236,23,8,1988,1.34,2.16,30.01,3.203,0.07,88026,209,3.203,17.1,25
41.66,-67.5,236,23,8,1988,3.13,3.76,13.81,3.65,0.08,88026,220,3.65,17.1,20
41.89,-66.81,237,24,8,1988,53.07,16.32,6.99,1.784,0.42,88026,253,2.968,15.8,20
41.89,-66.81,238,25,8,1988,96.85,14,12.89,1.869,0.6,88026,263,3.675,15.2,20
41.89,-66.81,238,25,8,1988,2.09,2.49,19.57,2.01,0.14,88026,268,2.01,15.3,25
41.89,-66.81,239,26,8,1988,78.13,20.54,8.77,1.971,0.44,88026,282,3.356,14,25
42.35,-66.73,239,26,8,1988,43.36,8.44,25.1,0.286,0.88,88026,289,0.311,12,25
42.33,-66.79,240,27,8,1988,29.28,11.05,18.29,0.055,0.95,88026,313,0.324,11.5,25
42.36,-66.77,240,27,8,1988,42.64,17.89,25.55,0.063,0.94,88026,323,0.406,13.5,20
42.34,-66.79,241,28,8,1988,20.6,5.58,27.04,0.408,0.78,88026,347,0.408,12,20
42.15,-66.78,241,28,8,1988,184.86,22.14,1.05,0.171,0.95,88026,353,3.498,12,20
42.13,-66.77,242,29,8,1988,152.07,24.59,2.17,0.011,1,88026,370,2.469,9,20
42.16,-66.77,242,29,8,1988,124.87,20.53,11.32,0.636,0.79,88026,378,2.72,11.5,25
42.15,-66.77,243,30,8,1988,112.29,18.53,5.77,0,1,88026,395,2.303,9,25
41.83,-62.92,97,7,4,1983,126.69,30.16,9.64,0,1,83002,2,1.592,9.2,60
42.58,-63.87,163,12,6,1987,55.26,19.05,20.05,0,1,87022,2,0.665,7.8,60
41.17,-49.5,263,19,9,1992,11.22,5.99,62.8,0.128,0.85,92037,24,0.128,23.4,80
40.26,-44.99,264,20,9,1992,13.12,15.95,73.55,0.087,0.79,92037,37,0.087,24.1,40
40.4,-46.03,291,17,10,1992,38.09,49.58,30.56,0,1,92037,385,0.253,15.9,80
42.99,-49.52,292,18,10,1992,219.81,28.27,19.1,0.104,0.97,92037,395,2.573,5.4,20
43.57,-54.35,293,19,10,1992,25.78,20.5,28.48,0.019,0.96,92037,400,0.21,14,40
40.97,-45.62,155,4,6,1993,17.99,35.03,46.03,0.009,0.96,H9302,259,0.095,18.4,40
43.75,-54.32,157,6,6,1993,23.77,5.8,27.03,0.065,0.96,H9302,283,0.065,10.8,30
45.25,-59.08,145,25,5,1994,2.38,4.22,17.46,0.081,0.74,JGOFS94,1,0.081,3.4,1
46.8,-52.48,146,26,5,1994,14,5.19,68.17,0.15,0.88,JGOFS94,2,0.15,2,1
50.85,-51.45,147,27,5,1994,110.06,10.77,17.89,0.058,0.99,JGOFS94,3,1.084,0.4,1
58.15,-50.93,149,29,5,1994,23.28,13.76,27.36,0.115,0.85,JGOFS94,6,0.209,3.6,1
60.4,-48.6,150,30,5,1994,25.49,6.58,8.36,0.243,0.86,JGOFS94,9,0.933,2,1
59.05,-49.93,151,31,5,1994,34.32,18.63,25.21,0.034,0.96,JGOFS94,15,0.328,3.6,1
56.32,-52.9,153,2,6,1994,39.18,22.36,24.62,0.043,0.94,JGOFS94,41,0.424,3.6,1
55.43,-53.78,155,4,6,1994,75.87,14.12,23.69,0.032,0.99,JGOFS94,48,0.556,0.4,1
54.87,-53.87,156,5,6,1994,63.95,6.97,8.11,0.025,0.99,JGOFS94,54,1.885,-0.8,1
54.88,-52.95,157,6,6,1994,56.5,8.68,8.74,0.136,0.95,JGOFS94,60,1.7,0,1
51.8,-48.58,159,8,6,1994,208.02,28.62,34.66,0,1,JGOFS94,65,1.393,4.7,1
45.25,-59.08,145,25,5,1994,19.3,13.82,11.89,0.091,0.86,JGOFS94,1,0.476,3.4,1
50.85,-51.45,147,27,5,1994,431,14.03,9.01,0.232,0.98,JGOFS94,3,10.203,0.4,1
58.15,-50.93,149,29,5,1994,68.2,26.42,11.53,0.125,0.89,JGOFS94,6,1.061,3.6,1
59.05,-49.93,151,31,5,1994,81.64,19.2,12.52,0.057,0.97,JGOFS94,15,1.429,3.6,1
57.38,-51.78,152,1,6,1994,77.09,28.21,17.47,0.041,0.96,JGOFS94,19,0.941,3.6,1
56.32,-52.9,153,2,6,1994,58.5,18.16,11.65,0.142,0.9,JGOFS94,41,1.189,3.6,1
55.62,-53.63,154,3,6,1994,145.47,19.47,11.88,0,1,JGOFS94,46,2.474,0.7,1
55.43,-53.78,155,4,6,1994,88.73,13.53,10.35,0.232,0.92,JGOFS94,48,2.184,0.4,1
54.87,-53.87,156,5,6,1994,316.48,8.48,6.77,0.188,0.99,JGOFS94,54,11.013,-0.8,1
48.28,-49.03,188,7,7,1995,28.36,31.23,47.74,0.036,0.91,JGOFS95,3,0.149,5,1
48.65,-51.88,189,8,7,1995,15.51,13.49,16.84,0.02,0.96,JGOFS95,6,0.23,7,1
51.38,-53.82,190,9,7,1995,29.55,4.15,44.98,0.323,0.9,JGOFS95,8,0.323,2.9,20
53.68,-55.55,191,10,7,1995,51.52,17.03,22.39,0.23,0.84,JGOFS95,10,0.738,4,2
55.64,-53.6,192,11,7,1995,160.85,23.35,13.04,0.195,0.93,JGOFS95,13,2.546,4.8,2
58.21,-50.9,193,12,7,1995,218.62,21.88,15.5,0.201,0.95,JGOFS95,16,3.303,5.6,1
59.75,-49.19,194,13,7,1995,248.48,30.5,17.44,0,1,JGOFS95,18,2.76,5,10
57.9,-48.27,195,14,7,1995,3.71,12.09,43.6,0.324,0.27,JGOFS95,21,0.324,6,10
55.02,-48.24,196,15,7,1995,54.49,17.77,23.58,0,1,JGOFS95,23,0.507,8.6,2
51.86,-48.23,197,16,7,1995,41.86,16.25,30.54,0.038,0.96,JGOFS95,25,0.214,8.6,10
48.26,-48.22,198,17,7,1995,14.77,9.64,33.13,0.12,0.84,JGOFS95,27,0.122,7.1,2
44.67,-48.23,199,18,7,1995,42.48,12.03,39.44,0.097,0.94,JGOFS95,28,0.104,8.1,2
40.86,-48.23,200,19,7,1995,10.26,9.62,60.13,0.115,0.79,JGOFS95,30,0.115,23.5,10
41.97,-57.25,202,21,7,1995,13.55,8.34,76.28,0.12,0.84,JGOFS95,33,0.12,22.8,10
42.54,-61.4,203,22,7,1995,33.04,12.59,39.32,0.061,0.94,JGOFS95,34,0.069,17.3,2
44.27,-63.32,204,23,7,1995,26.28,12.97,30.11,0.062,0.93,JGOFS95,39,0.117,15.7,2
44.46,-57.01,136,15,5,1996,129.8,6.14,41.17,1.4,0.86,JGOF1996,WLCP,1.4,1.8,50
53.68,-55.55,139,18,5,1996,802.17,24.96,21.84,0.202,0.98,JGOF1996,L1,8.946,-1.4,50
54.22,-55.03,139,18,5,1996,1277.79,34.91,21.85,0,1,JGOF1996,L4,12.005,-0.8,10
54.91,-54.1,140,19,5,1996,615.66,12.69,10.6,0.258,0.99,JGOF1996,L7,13.913,-1.6,30
55.11,-54.05,140,19,5,1996,52.75,9.1,4.81,0.134,0.95,JGOF1996,L8,2.145,-1.2,10
55.84,-53.39,141,20,5,1996,267.4,17.25,2.72,0.039,0.99,JGOF1996,L12,6.147,2.2,40
56.12,-53.13,141,20,5,1996,158.16,23.64,15.03,0.013,1,JGOF1996,L13,2.194,3.1,30
57.37,-51.85,143,22,5,1996,127.1,26.24,20.12,0,1,JGOF1996,L16,1.44,3.1,40
57.78,-51.34,143,22,5,1996,133.86,32.11,15.74,0.064,0.96,JGOF1996,L17,1.539,3.1,10
60.19,-48.76,145,24,5,1996,6.16,6.55,54.92,1.44,0.21,JGOF1996,L24,1.44,4,50
60.37,-48.45,145,24,5,1996,168.61,9.56,14.22,0.892,0.89,JGOF1996,L26,3.22,-0.1,10
55.1,-54.12,148,27,5,1996,204.55,16.18,2.08,0.272,0.95,JGOF1996,L8,5.274,0.1,30
54.76,-54.47,148,27,5,1996,722.81,18.38,11.99,0,1,JGOF1996,L6,12.682,-1,30
52.38,-54.84,150,29,5,1996,109.75,12.39,36.19,1.635,0.68,JGOF1996,EBI,1.684,-0.3,50
48.62,-59.69,151,30,5,1996,32.23,17.48,8.74,0.018,0.98,JGOF1996,NEG,0.667,4.2,10
43.88,-62.89,108,18,4,1997,40.76,25.44,9.02,0.011,0.98,SHLF1997,HL3,0.611,3.3,10
42.62,-64.09,109,19,4,1997,170.7,47.9,8.9,0,1,SHLF1997,RL5,1.397,5.5,10
43.24,-65.47,110,20,4,1997,63.97,44.34,47.75,0,1,SHLF1997,BBL1,0.322,2,20
42.54,-61.39,112,22,4,1997,68.94,16.57,27.44,0.342,0.83,SHLF1997,HL7,0.763,2.5,10
44.13,-58.18,114,24,4,1997,478.65,33.55,26.45,0,1,SHLF1997,LL7,4.171,1.1,30
45.81,-59.86,115,25,4,1997,168.33,23.08,12.07,0.095,0.97,SHLF1997,LL1,2.633,1.6,20
43.25,-65.46,98,8,4,1998,27.28,7,17.57,0.399,0.8,SHLF1998,BBL1,0.465,2.6,1
41.84,-64.48,99,9,4,1998,373.88,27.94,36.59,0,1,SHLF1998,NL1,2.265,5.9,40
42.32,-63.87,100,10,4,1998,346.85,37.66,23.08,0,1,SHLF1998,RL6,3.045,5.7,1
42.99,-64.39,101,11,4,1998,356.02,28.36,22.41,1.894,0.73,SHLF1998,RL3,5.559,2.1,1
44.27,-63.32,104,14,4,1998,163.76,16.25,64.56,2.344,0.63,SHLF1998,HL2,2.345,0.5,1
43.87,-62.87,105,15,4,1998,212.14,56.27,-11.79,0.031,0.98,SHLF1998,HL3,1.503,1.8,1
42.53,-61.4,106,16,4,1998,181.39,16.15,23.22,0.213,0.95,SHLF1998,HL7,1.807,4.8,1
