lat,lon,day,mon,year,pm,alpha,z,temp,chl,id,cruise
56.75,-58.26,29,5,1997,2.67,0.073,10,3.3,1.26,173947,woce97
56.75,-58.26,29,5,1997,1.36,0.045,30,3.3,0.49,173948,woce97
58.03,-55.87,30,5,1997,2.58,0.053,0,4.4,5.91,173960,woce97
58.03,-55.87,30,5,1997,1.75,0.037,2,4.4,5.91,173961,woce97
59.68,-53.28,31,5,1997,1.84,0.042,2,3.2,1.67,173973,woce97
59.68,-53.28,31,5,1997,2.27,0.044,20,2.8,2.01,173974,woce97
60.07,-52.47,31,5,1997,1.8,0.054,0,4.2,4.54,173691,woce97
61.02,-50.74,1,6,1997,2.58,0.12,0,2.6,9.77,173692,woce97
60.07,-52.47,31,5,1997,2.51,0.037,0,4.2,4.37,173690,woce97
61.02,-50.74,1,6,1997,2.66,0.067,2,2.6,11.55,173986,woce97
61.02,-50.74,1,6,1997,1.86,0.064,30,2.8,11.64,173987,woce97
62.22,-57.3,3,6,1997,1.13,0.034,20,3.2,1.19,173999,woce97
62.22,-57.3,3,6,1997,1.51,0.053,40,3.2,0.37,174000,woce97
59.49,-55.66,4,6,1997,2.03,0.052,10,4.8,4.1,174912,woce97
59.49,-55.66,4,6,1997,2.08,0.051,30,4.8,2.63,174913,woce97
57.06,-53.27,5,6,1997,1.2,0.036,2,4.8,1.38,174925,woce97
57.06,-53.27,5,6,1997,1.44,0.053,30,4.8,2.55,174926,woce97
55.55,-51.25,6,6,1997,1.56,0.025,2,4.8,5.94,174938,woce97
55.55,-51.25,6,6,1997,1.27,0.038,20,4.8,8.17,174939,woce97
53.67,-48.7,7,6,1997,1.96,0.035,2,6.8,3.34,174951,woce97
53.67,-48.7,7,6,1997,1.65,0.051,20,6.5,3.68,174952,woce97
53.14,-50.52,8,6,1997,1.8,0.037,10,4.8,19.01,174964,woce97
53.14,-50.52,8,6,1997,2.18,0.052,30,4.2,4.44,174965,woce97
52.29,-53.53,9,6,1997,1.56,0.023,10,0,4.5,174966,woce97
52.29,-53.53,9,6,1997,3.88,0.066,30,0,3.78,174967,woce97
43.87,-62.9,18,4,1997,2.63,0.025,10,3.3,0.6,173412,shelf97
43.87,-62.9,18,4,1997,1.21,0.059,26,3.4,0.59,173413,shelf97
42.63,-64.11,19,4,1997,2.01,0.049,10,5.5,1.31,173425,shelf97
42.63,-64.11,19,4,1997,3.1,0.022,25,6.2,1.5,173426,shelf97
43.24,-65.46,20,4,1997,0.99,0.015,20,2,0.54,173434,shelf97
42.64,-64.13,21,4,1997,0.64,0.016,30,1.6,2.75,173451,shelf97
42.64,-64.13,21,4,1997,0.41,0.016,10,1.9,2.69,173454,shelf97
42.54,-61.39,22,4,1997,0.6,0.008,10,2.5,1.07,173467,shelf97
42.54,-61.39,22,4,1997,0.49,0.018,28,3,2.49,173468,shelf97
44.14,-58.18,24,4,1997,0.34,0.02,30,1.1,7.22,173476,shelf97
44.14,-58.18,24,4,1997,0.39,0.019,10,1.7,4.92,173478,shelf97
45.8,-59.86,25,4,1997,0.54,0.025,20,1.6,3.28,173484,shelf97
45.8,-59.86,25,4,1997,0.88,0.015,10,1.6,3.34,173485,shelf97
46.07,-57.33,26,4,1997,0.33,0.057,30,0.7,7.64,173495,shelf97
46.07,-57.33,26,4,1997,0.65,0.012,10,0.8,6.74,173497,shelf97
47.44,-59.54,27,4,1997,0.42,0.023,30,1.1,12.9,173506,shelf97
47.44,-59.54,27,4,1997,0.4,0.015,10,1,9.59,173508,shelf97
43.25,-65.46,8,4,1998,1.87,0.032,1,2.6,0.58,200021,shelf98
43.25,-65.46,8,4,1998,2.56,0.077,20,1.8,1.55,200017,shelf98
41.84,-64.48,9,4,1998,1.19,0.057,40,5.9,4.54,200101,shelf98
41.84,-64.48,9,4,1998,1.48,0.045,1,6.6,2.1,200105,shelf98
42.32,-63.88,10,4,1998,1.5,0.045,1,5.7,3.44,200153,shelf98
42.32,-63.88,10,4,1998,2.32,0.054,30,5.9,3.52,200148,shelf98
43,-64.35,11,4,1998,3.61,0.071,1,2.1,6.11,200190,shelf98
43,-64.35,11,4,1998,4.55,0.075,40,2.1,5.77,200186,shelf98
44.26,-63.32,14,4,1998,3.98,0.176,1,0.5,2.16,200232,shelf98
44.26,-63.32,14,4,1998,0.97,0.014,40,0.8,4.46,200226,shelf98
43.88,-62.88,15,4,1998,1.79,0.037,1,1.8,1.4,200280,shelf98
43.88,-62.88,15,4,1998,2.14,0.059,20,1.8,1.3,200277,shelf98
42.54,-61.41,16,4,1998,2.46,0.06,1,4.8,2.8,200320,shelf98
42.54,-61.41,16,4,1998,2.87,0.067,30,7.6,3.65,200317,shelf98
44.34,-61.69,18,4,1998,1.69,0.031,1,2.4,2.05,200368,shelf98
44.34,-61.69,18,4,1998,1.59,0.045,30,1.9,13.59,200363,shelf98
44.81,-58.85,19,4,1998,1.01,0.029,1,1.6,5.05,200415,shelf98
44.81,-58.85,19,4,1998,2.63,0.06,30,1.6,4.84,200410,shelf98
44.14,-58.16,20,4,1998,1.25,0.043,1,2.3,4.46,200462,shelf98
44.14,-58.16,20,4,1998,0.8,0.036,50,1,14.66,200457,shelf98
46.16,-59.67,21,4,1998,0.98,0.031,1,0.4,6.2,175014,shelf98
46.16,-59.67,21,4,1998,1.5,0.044,20,0.4,6.62,175010,shelf98
47.43,-59.56,22,4,1998,2.4,0.055,1,0.5,3.82,175078,shelf98
47.43,-59.56,22,4,1998,2.45,0.052,30,0.2,4.71,175075,shelf98
45.83,-59.85,23,4,1998,1.49,0.041,1,0.9,1.01,175101,shelf98
45.83,-59.85,23,4,1998,1.23,0.041,30,0.2,2.33,175096,shelf98
43.89,-62.81,26,4,1998,2.48,0.038,1,3,0.47,175129,shelf98
43.89,-62.81,26,4,1998,4.66,0.069,30,2.5,0.31,175126,shelf98
44.83,-63.27,24,6,1998,5,0.046,10,11.5,0.34,202041,woce98
44.83,-63.27,24,6,1998,1.24,0.029,40,1.1,1.22,202037,woce98
49.85,-58.71,25,6,1998,7.18,0.123,10,9.5,0.39,202059,woce98
49.85,-58.71,25,6,1998,1.17,0.114,50,-0.7,0.26,202053,woce98
55.11,-54.13,27,6,1998,3.3,0.028,10,4.4,2.51,202202,woce98
55.11,-54.13,27,6,1998,2.74,0.057,30,3.3,1.56,202199,woce98
55.61,-53.63,28,6,1998,5.9,0.054,10,6.5,0.93,202283,woce98
55.61,-53.63,28,6,1998,2.76,0.058,20,6.2,1.42,202281,woce98
56.78,-52.89,30,6,1998,1.99,0.022,10,6.3,1.92,202396,woce98
56.78,-52.89,30,6,1998,2.17,0.029,30,6.1,0.91,202391,woce98
56.78,-52.89,30,6,1998,2.16,0.021,30,6.1,0.91,202391,woce98
58.64,-50.42,2,7,1998,3.32,0.048,10,5.2,5.46,202539,woce98
58.64,-50.42,2,7,1998,2.74,0.037,30,4.8,3.49,202535,woce98
57.28,-50.67,4,7,1998,1.68,0.023,3,6.1,2.37,173046,woce98
57.28,-50.67,4,7,1998,1.89,0.023,3,6.1,2.37,173046,woce98
56.17,-52.98,6,7,1998,2.22,0.038,3,8.2,0.75,173047,woce98
56.17,-52.98,6,7,1998,2.62,0.028,3,8.2,0.75,173047,woce98
52.61,-55.2,7,7,1998,2.13,0.021,10,3.4,0.95,202662,woce98
52.61,-55.2,7,7,1998,2.44,0.04,50,-1.4,0.18,202653,woce98
47.88,-59.53,8,7,1998,4.19,0.259,10,12.2,0.31,202683,woce98
47.88,-59.53,8,7,1998,3.15,0.012,40,3.3,0.69,202676,woce98
47.88,-59.53,8,7,1998,2.39,0.036,40,3.3,0.69,202676,woce98
44.34,-61.69,3,10,1998,1.76,0.087,30,8.8,1.38,202820,fall1998
44.34,-61.69,3,10,1998,5.35,0.097,3,15.3,0.53,202824,fall1998
43.78,-57.84,4,10,1998,1.68,0.055,3,15.1,0.76,202876,fall1998
43.78,-57.84,4,10,1998,2.29,0.043,40,5.8,0.24,202871,fall1998
44.82,-58.83,5,10,1998,5.9,0.089,3,14,0.63,202911,fall1998
44.82,-58.83,5,10,1998,3.11,0.093,30,9.2,0.97,202907,fall1998
45.82,-59.85,6,10,1998,2.36,0.04,3,12.2,2.29,202951,fall1998
45.82,-59.85,6,10,1998,1.93,0.043,40,10.5,1.79,202946,fall1998
47.58,-59.35,7,10,1998,1.83,0.07,1,5.5,0.82,202966,fall1998
47.58,-59.35,7,10,1998,2.4,0.074,10,4.3,0.73,202964,fall1998
46.97,-60.23,8,10,1998,2.54,0.048,1,11.3,1.77,203030,fall1998
46.97,-60.23,8,10,1998,4.31,0.082,10,11.3,1.66,203028,fall1998
43.47,-57.53,10,10,1998,7.5,0.106,1,15.1,0.03,203070,fall1998
43.47,-57.53,10,10,1998,1.77,0.078,40,10.8,1.34,203065,fall1998
41.94,-60.76,11,10,1998,5.81,0.098,1,16.4,0.31,203092,fall1998
41.94,-60.76,11,10,1998,1.42,0.132,60,16.9,0.26,203085,fall1998
42.85,-61.75,12,10,1998,3.38,0.069,1,15.1,0.46,203125,fall1998
42.85,-61.75,12,10,1998,1.69,0.069,30,9.9,0.51,203121,fall1998
43.18,-62.1,13,10,1998,3.68,0.064,1,13.5,0.6,203136,fall1998
43.18,-62.1,13,10,1998,4.79,0.09,20,13.5,0.58,203133,fall1998
43.85,-62.92,14,10,1998,3.05,0.049,1,12.9,0.91,203189,fall1998
43.85,-62.92,14,10,1998,3.89,0.116,20,12.9,0.84,203186,fall1998
41.87,-65.33,17,10,1998,3.27,0.074,20,13.8,0.55,203214,fall1998
43,-65.48,18,10,1998,5.93,0.087,20,11.7,0.72,203269,fall1998
43,-65.48,18,10,1998,6.47,0.122,1,11.7,0.73,203272,fall1998
42.62,-64.07,19,10,1998,4.15,0.083,1,13.3,0.5,203336,fall1998
43.97,-63.17,20,10,1998,3.27,0.072,1,12.4,0.87,203365,fall1998
43.97,-63.17,20,10,1998,4.17,0.11,20,13,1.1,203362,fall1998
43.25,-65.04,9,4,1999,1.29,0.027,20,2,0.43,10043,99003
41.99,-65.49,10,4,1999,1.86,0.032,1,9.5,1.69,10126,99003
41.99,-65.49,10,4,1999,2.29,0.034,30,10.4,1.53,10121G,99003
41.99,-65.49,10,4,1999,2.01,0.041,30,10.4,1.53,10121P,99003
43,-64.4,11,4,1999,1.17,0.028,1,3.9,0.91,10176,99003
43,-64.4,11,4,1999,2.33,0.037,20,3.9,0.94,10172G,99003
43,-64.4,11,4,1999,2.19,0.036,20,3.9,0.94,10172P,99003
42.85,-61.73,12,4,1999,4.21,0.066,10,10.3,1.38,10224G,99003
42.85,-61.73,12,4,1999,3.99,0.061,10,10.3,1.38,10224P,99003
44.47,-58.51,14,4,1999,1.45,0.018,20,2.3,0.68,10325G,99003
44.47,-58.51,14,4,1999,1.74,0.027,20,2.3,0.68,10325P,99003
45.82,-59.85,15,4,1999,2.06,0.033,30,0,11.03,10389G,99003
45.82,-59.85,15,4,1999,2.09,0.039,30,0,11.03,10389P,99003
47.58,-59.34,16,4,1999,1.74,0.06,10,1.5,1.21,10482G,99003
47.58,-59.34,16,4,1999,3.28,0.053,10,1.5,1.21,10482P,99003
44.37,-62.18,17,4,1999,1.5,0.051,12,-0.2,1.66,10524G,99003
44.37,-62.18,17,4,1999,1.38,0.033,12,-0.2,1.66,10524P,99003
49.75,-59.39,30,6,1999,4.91,0.066,10,12,0.23,213563,99022
49.75,-59.39,30,6,1999,1.18,0.043,40,0.9,1.65,213558,99022
49.75,-59.39,30,6,1999,4.02,0.06,20,6.7,0.15,213561,99022
45.48,-59.51,29,6,1999,8.86,0.115,10,12.6,0.66,213544,99022
45.48,-59.51,29,6,1999,1.22,0.044,50,2,0.6,213538,99022
45.48,-59.51,29,6,1999,3.41,0.046,20,7.2,0.75,213542,99022
53.68,-55.55,1,7,1999,2.26,0.042,10,2.9,1.56,213585,99022
53.68,-55.55,1,7,1999,1.64,0.047,20,-1.1,2.56,213582,99022
53.68,-55.55,1,7,1999,1.2,0.053,40,-1.3,1.52,213579,99022
55.27,-53.98,2,7,1999,2.68,0.064,20,5.9,1.02,213721,99022
55.27,-53.98,2,7,1999,1.75,0.062,30,4.6,1.07,213718,99022
55.27,-53.98,2,7,1999,3.02,0.057,10,6.2,1.24,213723,99022
55.42,-53.83,3,7,1999,2.79,0.068,20,5.8,1.18,213786,99022
55.42,-53.83,3,7,1999,1.62,0.055,30,4.6,1.01,213784,99022
55.42,-53.83,3,7,1999,3.32,0.069,10,6.7,1.08,213788,99022
56.08,-53.06,4,7,1999,3.57,0.063,20,6.9,1.08,213882,99022
56.08,-53.06,4,7,1999,1.81,0.038,30,4.7,1.63,213879,99022
56.08,-53.06,4,7,1999,3.63,0.076,10,6.9,1.11,213884,99022
58.21,-50.9,5,7,1999,2.69,0.066,20,5.6,1.05,213973,99022
58.21,-50.9,5,7,1999,2.47,0.059,40,5.6,1.11,213969,99022
58.21,-50.9,5,7,1999,2.54,0.048,10,5.6,1.11,213975,99022
57.9,-51.22,5,7,1999,2.08,0.062,4,6.1,1.17,191944,99022
58.63,-50.43,6,7,1999,2.52,0.047,10,5.5,1.17,214023,99022
58.63,-50.43,6,7,1999,2.37,0.061,40,5.5,0.99,214018,99022
58.63,-50.43,6,7,1999,2.7,0.059,20,5.5,1.05,214021,99022
60.3,-48.57,7,7,1999,2.83,0.032,20,4.2,0.37,214133,99022
60.3,-48.57,7,7,1999,2.27,0.062,40,5.2,0.31,214129,99022
60.3,-48.57,7,7,1999,2.79,0.036,10,4.2,0.42,214135,99022
60.18,-48.69,8,7,1999,3.42,0.05,10,6.2,0.99,214239,99022
60.18,-48.69,8,7,1999,3.39,0.054,20,6.3,1.51,214236,99022
60.18,-48.69,8,7,1999,3.87,0.055,5,6.2,0.88,214244,99022
59.75,-49.17,8,7,1999,2.19,0.035,1,4.5,0.85,210562,99022
57.83,-51.35,9,7,1999,2.6,0.079,30,5.8,0.85,214355,99022
57.83,-51.35,9,7,1999,2.09,0.068,40,5.5,1.08,214353,99022
57.83,-51.35,9,7,1999,3.25,0.059,10,6,0.82,214359,99022
56.72,-52.48,10,7,1999,3.13,0.061,20,6.7,0.75,214426,99022
56.72,-52.48,10,7,1999,2.46,0.07,30,6.4,0.68,214424,99022
56.72,-52.48,10,7,1999,3.08,0.058,10,7.2,1.18,214428,99022
54.08,-54.52,11,7,1999,3.36,0.068,10,3.7,0.46,214449,99022
54.08,-54.52,11,7,1999,3.77,0.052,20,3.2,0.69,214447,99022
54.08,-54.52,11,7,1999,1.52,0.043,25,0.9,0.44,214445,99022
49.71,-58.41,12,7,1999,3.98,0.091,10,9.7,0.82,214461,99022
49.71,-58.41,12,7,1999,2.68,0.051,20,7.8,1.22,214459,99022
49.71,-58.41,12,7,1999,6.51,0.068,5,14.4,0.42,214463,99022
44.69,-63.64,23,10,1999,9.33,0.096,5,10,7,225208,99054
43.25,-65.05,24,10,1999,4.88,0.071,10,11.7,3.11,225247,99054
42.99,-65.46,24,10,1999,4.23,0.08,10,10.8,2.55,225267,99054
42.99,-65.46,24,10,1999,3.64,0.073,30,9.8,1.55,225264,99054
42.99,-65.46,24,10,1999,3.74,0.09,40,9.6,1.37,225262,99054
41.86,-65.36,25,10,1999,7.19,0.109,1,15.6,1.66,225338,99054
41.86,-65.36,25,10,1999,7.46,0.097,10,15.7,1.59,225334,99054
41.86,-65.36,25,10,1999,7.13,0.112,20,16.8,1.29,225333,99054
43,-64.4,26,10,1999,4.71,0.074,20,11.7,1.92,225388,99054
43,-64.4,26,10,1999,4.45,0.067,15,11.7,2.26,225389,99054
43,-64.4,26,10,1999,4.36,0.089,10,11.7,2.4,225391,99054
43.32,-64.55,26,10,1999,2.54,0.043,4,11.7,2.48,210586,99054
44.23,-59.55,27,10,1999,4.26,0.067,35,11.3,1.41,225414,99054
44.23,-59.55,27,10,1999,4.55,0.073,20,12.3,2.18,225417,99054
44.23,-59.55,27,10,1999,3.75,0.063,10,12.3,2.52,225419,99054
43.77,-57.83,28,10,1999,5.46,0.118,30,13.4,0.78,225453,99054
43.77,-57.83,28,10,1999,5.09,0.109,10,14.1,0.9,225457,99054
45.49,-59.52,29,10,1999,3.59,0.104,30,8.1,0.57,225512,99054
45.49,-59.52,29,10,1999,4.1,0.096,20,7.9,1.63,225514,99054
45.49,-59.52,29,10,1999,3.92,0.088,10,7.9,1.85,225516,99054
47.09,-59.97,30,10,1999,3.79,0.073,30,6.8,1.24,225570,99054
47.09,-59.97,30,10,1999,3.61,0.066,20,6.8,1.35,225572,99054
47.09,-59.97,30,10,1999,3.17,0.079,10,6.8,1.39,225574,99054
46.45,-55.84,31,10,1999,4.16,0.087,30,7.8,0.91,225639,99054
46.45,-55.84,31,10,1999,4.62,0.078,20,7.8,0.92,225641,99054
46.45,-55.84,31,10,1999,4.85,0.099,10,7.8,0.88,225643,99054
44.52,-55.84,1,11,1999,3.5,0.085,40,10,0.7,225715,99054
44.52,-55.84,1,11,1999,3.88,0.086,20,10,1.29,225718,99054
44.52,-55.84,1,11,1999,3.9,0.083,10,10,1.26,225720,99054
43.81,-58.91,2,11,1999,3.32,0.068,10,10.5,1.81,225754,99054
44.02,-59.06,2,11,1999,2.38,0.049,10,9.8,2.81,225770,99054
44.14,-59.14,3,11,1999,3.91,0.073,10,9.7,3.07,225783,99054
43.58,-59.95,3,11,1999,3.64,0.089,23,10.6,1.04,225796,99054
43.58,-59.95,3,11,1999,3.81,0.08,20,10.2,1.59,225798,99054
43.58,-59.95,3,11,1999,3.97,0.077,10,10.4,2.26,225800,99054
43.18,-62.1,4,11,1999,5.1,0.109,30,13.7,0.72,225841,99054
43.18,-62.1,4,11,1999,4.9,0.085,10,13.7,0.83,225844,99054
43.25,-65.05,7,4,2000,2.37,0.028,10,3.1,0.8,228027,2000-002
43.25,-65.05,7,4,2000,2.38,0.069,80,4,1.19,228017,2000-002
43,-65.47,7,4,2000,3.08,0.045,10,3.4,1.26,228046,2000-002
43,-65.47,7,4,2000,2.42,0.073,30,3.5,1.22,228043,2000-002
42.28,-65.83,8,4,2000,2.43,0.078,20,6.3,3.15,228094,2000-002
42.28,-65.83,8,4,2000,1.28,0.028,10,5.6,4,228096,2000-002
42.13,-65.5,8,4,2000,2.04,0.039,20,4.4,2.66,228120,2000-002
42.13,-65.5,8,4,2000,3.72,0.04,10,3.8,4.55,228122,2000-002
42.05,-66.15,9,4,2000,1.27,0.023,4,5.9,3.83,191833,2000-002
42.62,-64.08,11,4,2000,3.43,0.07,20,7.3,5.65,228199,2000-002
42.62,-64.08,11,4,2000,4.2,0.047,10,7.2,5.43,228201,2000-002
42.32,-63.87,11,4,2000,2.3,0.056,20,5.7,5.98,228219,2000-002
42.32,-63.87,11,4,2000,4.2,0.042,10,5.8,4.26,228221,2000-002
43.8,-62.75,12,4,2000,3.25,0.08,20,4.9,2.18,228263,2000-002
43.8,-62.75,12,4,2000,3.64,0.037,10,4.8,2.08,228265,2000-002
42.53,-61.4,13,4,2000,2.12,0.055,30,7.5,1.4,228282,2000-002
42.53,-61.4,13,4,2000,3.21,0.045,10,7.1,1.52,228285,2000-002
42.85,-61.73,13,4,2000,2.88,0.084,30,5.7,1.63,228301,2000-002
42.85,-61.73,13,4,2000,2.87,0.045,10,4.1,2.31,228304,2000-002
43.58,-61.52,14,4,2000,3,0.054,30,4.2,1.78,228329,2000-002
43.58,-61.52,14,4,2000,2.66,0.064,10,4.2,1.78,228332,2000-002
44.3,-60.47,14,4,2000,2.82,0.071,40,3.3,6.73,228351,2000-002
44.3,-60.47,14,4,2000,3.33,0.05,10,3.5,6.6,228355,2000-002
44.23,-59.57,15,4,2000,2.01,0.056,50,2.3,1.7,228363,2000-002
44.23,-59.57,15,4,2000,2.57,0.047,10,3.2,1.54,228368,2000-002
44.13,-59.12,15,4,2000,1.97,0.065,50,2.7,0.78,228380,2000-002
44.13,-59.12,15,4,2000,2.98,0.04,10,3.5,0.8,228385,2000-002
44.02,-59.03,16,4,2000,2.44,0.065,50,3.5,10.51,228394,2000-002
44.02,-59.03,16,4,2000,2.48,0.038,10,4.5,1.13,228399,2000-002
43.8,-58.92,16,4,2000,3.95,0.101,50,4.9,1.89,228413,2000-002
43.8,-58.92,16,4,2000,3.46,0.053,10,4,8.66,228418,2000-002
44.13,-58.17,17,4,2000,2.92,0.061,30,3.7,1.84,228464,2000-002
44.13,-58.17,17,4,2000,2.77,0.053,10,3.6,10.32,228467,2000-002
44.47,-58.5,17,4,2000,3.25,0.079,20,2.5,8.38,228478,2000-002
44.47,-58.5,17,4,2000,3.06,0.051,10,2.5,8.74,228481,2000-002
46.95,-60.22,18,4,2000,2.68,0.065,40,0.3,11.39,228540,2000-002
46.95,-60.22,18,4,2000,2.7,0.04,10,0.4,9.73,228544,2000-002
47.1,-59.98,18,4,2000,2.32,0.065,40,-0.2,11.78,228566,2000-002
47.1,-59.98,18,4,2000,2.79,0.056,10,0.4,6.04,228570,2000-002
46.17,-57.05,19,4,2000,2.61,0.058,40,2.1,1.48,228614,2000-002
46.17,-57.05,19,4,2000,3.91,0.07,10,2.2,0.72,228618,2000-002
45.98,-57.63,19,4,2000,2.2,0.068,20,1.9,6.47,228646,2000-002
45.98,-57.63,19,4,2000,2.19,0.058,10,2,5.56,228648,2000-002
44.33,-57.42,20,4,2000,2.75,0.075,20,1.7,1.55,228685,2000-002
44.33,-57.42,20,4,2000,2.91,0.046,10,2.3,5.59,228687,2000-002
45.65,-59.7,21,4,2000,2.26,0.067,40,1.9,6.4,228699,2000-002
45.65,-59.7,21,4,2000,2.65,0.064,10,2.1,5.46,228703,2000-002
43.32,-60.33,22,4,2000,2.26,0.082,40,4.8,4.03,228764,2000-002
43.32,-60.33,22,4,2000,2.99,0.082,10,4.6,3.35,228768,2000-002
44.92,-61.25,21,5,2000,2.2,0.097,4,6,0.79,173049,2000-009
45.74,-59.9,21,5,2000,2.79,0.073,4,5.1,0.39,173051,2000-009
48.11,-59.62,22,5,2000,1.32,0.024,4,4.8,0.93,173053,2000-009
49.53,-58.74,22,5,2000,1.48,0.032,4,5,1.42,173055,2000-009
52.45,-54.92,23,5,2000,1.13,0.035,4,0.4,3.61,203367,2000-009
53.13,-53.88,23,5,2000,0.88,0.033,4,0.9,0.36,203368,2000-009
55.44,-53.72,24,5,2000,1.09,0.046,4,4.1,1.06,203369,2000-009
55.46,-53.72,24,5,2000,0.88,0.041,4,4.7,0.77,203371,2000-009
56.57,-52.64,25,5,2000,1.05,0.027,4,4,1.18,203373,2000-009
56.57,-52.62,25,5,2000,1.18,0.045,4,4.3,0.75,203375,2000-009
55.84,-53.4,26,5,2000,0.99,0.042,4,4.1,1.04,203378,2000-009
55.61,-53.63,26,5,2000,1.41,0.073,20,3.5,0.82,229334,2000-009
55.61,-53.63,26,5,2000,1.76,0.064,10,3.5,0.76,229336,2000-009
57.11,-55.31,28,5,2000,2.04,0.08,20,3.6,0.57,229387,2000-009
57.11,-55.31,28,5,2000,2.57,0.078,10,3.6,0.61,229388,2000-009
57.12,-55.29,28,5,2000,1.1,0.04,4,4.3,0.56,203383,2000-009
57.06,-55.24,29,5,2000,1.01,0.04,4,4.4,0.72,203386,2000-009
57.05,-54.77,29,5,2000,1.04,0.05,4,4.3,0.92,203387,2000-009
56.68,-52.51,30,5,2000,1.85,0.066,4,4.4,2.01,203389,2000-009
56.68,-52.46,30,5,2000,2.31,0.1,40,3.7,1.52,229442,2000-009
56.68,-52.46,30,5,2000,2.77,0.072,20,3.9,1.92,229445,2000-009
56.68,-52.46,30,5,2000,2.67,0.062,10,3.9,1.85,229447,2000-009
57.02,-54.82,27,5,2000,1.71,0.056,4,4.3,0.6,203381,2000-009
57.13,-55.27,28,5,2000,2.27,0.109,40,3.6,0.83,229394,2000-009
57.13,-55.27,28,5,2000,2.15,0.052,20,3.6,0.66,229397,2000-009
57.13,-55.27,28,5,2000,2.04,0.056,10,3.8,0.68,229399,2000-009
58.65,-50.42,31,5,2000,2.31,0.089,4,4,1.5,203392,2000-009
59.08,-49.91,31,5,2000,1.08,0.096,40,3.4,0.73,229529,2000-009
59.08,-49.91,31,5,2000,3.71,0.141,20,3.2,1.53,229532,2000-009
59.08,-49.91,31,5,2000,3.6,0.108,10,3.3,1.65,229534,2000-009
60.04,-48.89,1,6,2000,1.41,0.174,40,2,4.13,229640,2000-009
60.04,-48.89,1,6,2000,1.55,0.065,10,0.5,11.29,229645,2000-009
58.56,-50.61,2,6,2000,1.52,0.087,4,3.9,1.64,173060,2000-009
57.88,-51.24,2,6,2000,2.31,0.147,40,3.6,0.74,229679,2000-009
57.88,-51.24,2,6,2000,2.26,0.136,20,3.6,1.08,229682,2000-009
57.88,-51.24,2,6,2000,2.34,0.11,10,3.6,1.09,229684,2000-009
56.52,-52.55,3,6,2000,2.12,0.071,4,4.4,1.55,173062,2000-009
56.56,-52.64,3,6,2000,1.91,0.074,4,4.4,1.55,173063,2000-009
55.47,-53.69,4,6,2000,1.78,0.113,40,3.5,0.15,229798,2000-009
55.47,-53.69,4,6,2000,1.85,0.098,20,2.4,0.51,229801,2000-009
55.47,-53.69,4,6,2000,1.81,0.047,10,2.5,0.93,229803,2000-009
53.68,-54.05,5,6,2000,1.31,0.109,40,-0.9,0.42,229883,2000-009
53.68,-54.05,5,6,2000,2.06,0.086,20,0.6,0.81,229886,2000-009
53.68,-54.05,5,6,2000,2.33,0.057,10,1.4,0.85,229888,2000-009
50.59,-57.96,6,6,2000,2.73,0.11,4,4.6,0.37,173069,2000-009
49.85,-58.54,6,6,2000,2.79,0.156,40,0.6,0.1,229916,2000-009
49.85,-58.54,6,6,2000,3.39,0.085,20,4.1,0.34,229919,2000-009
49.85,-58.54,6,6,2000,3.35,0.073,10,4.4,0.32,229921,2000-009
44.29,-63.23,30,9,2000,1.76,0.116,30,9,1.13,232244,2000-050
44.29,-63.23,30,9,2000,4.95,0.119,10,14.6,0.5,232247,2000-050
43.25,-65.05,1,10,2000,2.3,0.127,30,7.9,0.52,232277,2000-050
43.25,-65.05,1,10,2000,4.47,0.113,10,13.9,0.96,232280,2000-050
43.26,-65.51,1,10,2000,3.77,0.184,20,7.2,0.27,232286,2000-050
43.26,-65.51,1,10,2000,3.46,0.123,10,9.5,1.12,232289,2000-050
42,-65.49,2,10,2000,3.43,0.243,60,8.7,0.23,232351,2000-050
42,-65.49,2,10,2000,10.27,0.171,10,17.5,0.22,232357,2000-050
41.87,-65.37,2,10,2000,3.78,0.289,30,8.8,0.2,232370,2000-050
41.87,-65.37,2,10,2000,5.21,0.163,10,15.7,0.6,232374,2000-050
42.61,-64.08,3,10,2000,2.12,0.249,50,8,0.16,232401,2000-050
42.61,-64.08,3,10,2000,7.62,0.131,10,17.4,0.26,232406,2000-050
42.75,-64.2,3,10,2000,2.89,0.15,30,8.1,0.92,232415,2000-050
42.75,-64.2,3,10,2000,10.23,0.235,10,16.9,0.23,232419,2000-050
43.92,-62.89,7,10,2000,1.65,0.15,40,6.2,1.02,232474,2000-050
43.92,-62.89,7,10,2000,10.51,0.282,10,16.6,0.23,232479,2000-050
43.48,-62.45,7,10,2000,2.88,0.205,30,7.9,1,232489,2000-050
43.48,-62.45,7,10,2000,6.9,0.153,10,17,0.43,232492,2000-050
42.85,-61.73,8,10,2000,4.07,0.122,40,15,0.42,232512,2000-050
42.85,-61.73,8,10,2000,8.36,0.195,10,19,0.27,232516,2000-050
42.53,-61.4,8,10,2000,3.86,0.217,40,14.3,0.5,232528,2000-050
42.53,-61.4,8,10,2000,9.35,0.199,10,19.2,0.29,232533,2000-050
44.23,-59.56,9,10,2000,2.2,0.355,50,3.6,0.07,232573,2000-050
44.23,-59.56,9,10,2000,6.52,0.198,10,15.7,1.81,232579,2000-050
44.13,-59.13,9,10,2000,2.01,0.278,50,4,0.22,232591,2000-050
