lat,lon,day,mon,year,pm,alpha,z,temp,chl,id,cruise
43.18,-62.09,21,12,2003,4.97,0.177,3,8.5,0.61,268305,2003-078
43.88,-62.88,27,4,2004,3.3,0.107,3,2.6,0.21,273023,2004-009
44.02,-59.04,28,4,2004,2.65,0.109,3,2.2,4.86,273036,2004-009
43.47,-57.52,28,4,2004,3.22,0.076,3,3.2,5.82,273053,2004-009
44.47,-58.5,29,4,2004,2.02,0.083,3,2.1,2.61,273088,2004-009
44.82,-58.85,29,4,2004,2.01,0.089,3,1.8,5.82,273101,2004-009
45.16,-59.17,29,4,2004,1.65,0.061,3,2,3.13,273111,2004-009
46.96,-60.21,30,4,2004,2.5,0.107,3,-0.1,6.71,273148,2004-009
47.02,-60.11,30,4,2004,2.57,0.113,3,0.2,4.86,273160,2004-009
47.1,-59.99,30,4,2004,2.62,0.096,3,1.2,6.9,273173,2004-009
47.27,-59.78,30,4,2004,2.49,0.101,3,1.5,10.91,273187,2004-009
45.54,-56.5,1,5,2004,2.71,0.098,3,1.5,5.82,273222,2004-009
45.06,-55.84,1,5,2004,2.1,0.083,3,1.6,11.29,273231,2004-009
43.43,-55.84,2,5,2004,2.36,0.073,3,5,1.14,273287,2004-009
43.03,-55.84,2,5,2004,3.09,0.124,3,5.1,0.84,273300,2004-009
43.37,-54.29,3,5,2004,2.72,0.092,3,5.7,2.42,273352,2004-009
43.71,-53.96,3,5,2004,3.05,0.076,3,6.1,2.01,273364,2004-009
44.05,-53.64,3,5,2004,2.91,0.095,3,4.9,1.15,273380,2004-009
43.5,-51.2,4,5,2004,2.65,0.094,3,4.9,0.57,273432,2004-009
43.32,-51.34,4,5,2004,3.64,0.079,3,5,0.31,273443,2004-009
43.14,-51.48,4,5,2004,3.13,0.107,3,5.2,1,273457,2004-009
42.03,-52.29,5,5,2004,2.91,0.058,3,6.5,2.25,273498,2004-009
42.19,-53.42,5,5,2004,4.61,0.136,3,11.7,2.31,273511,2004-009
42.34,-54.53,5,5,2004,2.2,0.077,3,6,2.01,273524,2004-009
42.67,-56.77,6,5,2004,2.85,0.076,3,5,0.44,273549,2004-009
42.83,-57.88,6,5,2004,2.55,0.059,3,7.1,0.84,273562,2004-009
42.98,-59.01,6,5,2004,3.11,0.078,3,5.4,0.59,273575,2004-009
43.67,-60.64,7,5,2004,2.76,0.041,3,4.2,0.27,273610,2004-009
44.05,-61.06,7,5,2004,2.15,0.103,3,4.4,1.28,273617,2004-009
44.25,-61.26,7,5,2004,1.61,0.074,3,4.4,0.8,273627,2004-009
44.27,-63.32,8,5,2004,1.99,0.042,3,3,0.2,273666,2004-009
43.19,-62.1,16,5,2004,3.03,0.113,2,5.9,0.38,277046,2004-016
44.8,-60.49,17,5,2004,4.14,0.087,2,3.2,0.25,277084,2004-016
49.3,-58.91,18,5,2004,1.45,0.096,50,0.9,0.42,277089,2004-016
49.3,-58.91,18,5,2004,2.2,0.078,2,1.9,0.29,277098,2004-016
54.96,-54.25,20,5,2004,1.63,0.077,20,2.2,0.36,277164,2004-016
54.96,-54.25,20,5,2004,1.68,0.086,3,2.2,0.41,277173,2004-016
55.62,-53.63,21,5,2004,2.08,0.078,30,3.6,0.67,277245,2004-016
55.62,-53.63,21,5,2004,2.29,0.1,3,3.6,0.62,277253,2004-016
57.38,-51.77,22,5,2004,2.68,0.085,30,4,2.71,277385,2004-016
57.38,-51.77,22,5,2004,2.3,0.1,3,4.2,2.75,277393,2004-016
59.49,-49.49,25,5,2004,2.78,0.109,30,4,1.56,277525,2004-016
59.49,-49.49,25,5,2004,2.87,0.126,3,4,1.71,277533,2004-016
60.37,-48.48,26,5,2004,1.9,0.102,30,2.4,1.45,277621,2004-016
60.37,-48.48,26,5,2004,1.75,0.068,3,0.8,9.59,277628,2004-016
59.37,-48.63,27,5,2004,2.95,0.109,30,4.3,2.56,277706,2004-016
59.37,-48.63,27,5,2004,2.52,0.11,3,4.3,2.94,277714,2004-016
54.18,-46.54,28,5,2004,2.65,0.127,30,4.8,0.83,277726,2004-016
54.18,-46.54,28,5,2004,2.01,0.117,3,4.8,1.04,277739,2004-016
60.29,-48.56,29,5,2005,3.78,0.162,30,3.2,1.97,285557,2005-016
60.29,-48.56,29,5,2005,1.79,0.048,2,3.4,3.36,285562,2005-016
60.45,-48.37,29,5,2005,1.88,0.062,30,2.4,2.04,285605,2005-016
60.45,-48.37,29,5,2005,1.28,0.035,2,3.3,1.15,285609,2005-016
59.07,-49.96,30,5,2005,1.99,0.09,20,4.8,0.81,285686,2005-016
59.07,-49.96,30,5,2005,1.91,0.055,2,5.3,2.23,285690,2005-016
57.38,-51.79,31,5,2005,1.65,0.081,30,4.7,0.72,285798,2005-016
57.38,-51.79,31,5,2005,2.93,0.044,2,5.6,0.87,285803,2005-016
55.85,-53.4,1,6,2005,2.14,0.067,30,4.3,4.64,285911,2005-016
55.85,-53.4,1,6,2005,2.11,0.048,2,5.7,5.45,285916,2005-016
54.75,-54.47,2,6,2005,2.49,0.068,30,1.7,7.53,286066,2005-016
54.75,-54.47,2,6,2005,2.33,0.053,2,1,3.23,286069,2005-016
53.68,-55.56,26,5,2006,0.96,0.021,31,-1.4,5.09,298750,2006-019
53.68,-55.56,26,5,2006,1.51,0.035,2,1.7,3.17,298754,2006-019
54.22,-55.04,26,5,2006,1.69,0.024,31,-1.3,2.64,298790,2006-019
54.22,-55.04,26,5,2006,1.46,0.036,5,1.2,2.72,298795,2006-019
55.26,-53.98,27,5,2006,1.31,0.034,20,1.3,1.03,298881,2006-019
55.26,-53.98,27,5,2006,1.35,0.037,4,1.3,2.39,298884,2006-019
56.54,-52.68,28,5,2006,2.66,0.026,30,4.7,5.61,298989,2006-019
56.54,-52.68,28,5,2006,2.02,0.064,3,4.7,5.9,298993,2006-019
58.22,-50.87,29,5,2006,1.65,0.077,31,4.7,6.35,299100,2006-019
58.22,-50.87,29,5,2006,1.16,0.043,3,5.1,6.2,299104,2006-019
60.29,-48.55,30,5,2006,3.35,0.153,29,4.5,1.61,299235,2006-019
60.29,-48.55,30,5,2006,3.13,0.136,3,2.5,1.47,299239,2006-019
60.18,-48.68,31,5,2006,3.52,0.167,30,4.3,1.25,299326,2006-019
60.18,-48.68,31,5,2006,3.66,0.182,3,4.3,1.17,299330,2006-019
56.02,-48.88,1,6,2006,1.85,0.087,30,5.2,2.17,299388,2006-019
56.02,-48.88,1,6,2006,2.04,0.055,2,5.5,3.2,299392,2006-019
53.46,-49.5,2,6,2006,2.71,0.083,29,6.3,2.24,299427,2006-019
53.46,-49.5,2,6,2006,2.48,0.066,3,6.6,2.24,299431,2006-019
52.73,-52,3,6,2006,1.51,0.057,20,0.8,2.53,299534,2006-019
52.73,-52,3,6,2006,2.07,0.066,3,3.3,1.61,299537,2006-019
51.03,-57.6,4,6,2006,2.9,0.09,23,2.2,0.75,299573,2006-019
51.03,-57.6,4,6,2006,2.99,0.077,2,7.5,0.35,299577,2006-019
45.62,-59.4,5,6,2006,2.34,0.045,20,5.4,0.48,299586,2006-019
45.62,-59.4,5,6,2006,4.62,0.087,3,7.7,0.66,299589,2006-019
42.03,-61.08,6,6,2006,1.15,0.026,30,7.4,1.67,299599,2006-019
42.03,-61.08,6,6,2006,26,1.381,2,11.2,0.13,299603,2006-019
52.28,-52.56,11,5,2007,2.93,0.158,30,0.5,11.6,309446,2007-011
52.28,-52.56,11,5,2007,2.09,0.058,1,0.7,11.17,309450,2007-011
54.35,-54.87,12,5,2007,2.32,0.045,1,-1.3,0.89,309490,2007-011
55.42,-53.82,13,5,2007,1.77,0.085,30,1.9,0.44,309560,2007-011
55.42,-53.82,13,5,2007,1.79,0.036,1,1.9,0.47,309564,2007-011
56.5,-52.7,14,5,2007,2.51,0.093,30,3.7,1.22,309667,2007-011
56.5,-52.7,14,5,2007,1.9,0.058,1,3.7,1.22,309671,2007-011
57.8,-51.33,15,5,2007,3.79,0.123,30,4.2,5.29,309752,2007-011
57.8,-51.33,15,5,2007,3.33,0.055,1,4.2,5.45,309756,2007-011
59.47,-49.47,16,5,2007,3.96,0.031,1,4.1,2.25,309862,2007-011
59.47,-49.47,16,5,2007,3.77,0.352,30,4,1.97,309866,2007-011
60.17,-48.67,17,5,2007,3.46,0.045,1,4.9,0.6,309961,2007-011
60.43,-48.35,17,5,2007,1.04,0.017,1,0.5,3.15,309974,2007-011
60.43,-48.35,17,5,2007,8.46,0.697,30,0.5,1.08,309978,2007-011
61.37,-50,18,5,2007,2.78,0.035,1,0.5,7.63,310051,2007-011
60.05,-52.45,19,5,2007,3.15,0.256,30,4.2,4.67,310157,2007-011
58.58,-55.12,20,5,2007,3.97,0.077,1,3.8,1.47,310219,2007-011
55.6,-53.62,21,5,2007,1.2,0.008,1,2.3,0.4,310276,2007-011
55.6,-53.62,21,5,2007,3.92,0.423,30,2.6,0.18,310280,2007-011
55.68,-50.44,22,5,2008,2.86,0.041,20,4.3,2.42,331555,2008-009
60.17,-48.68,23,5,2008,2.7,0.052,3,4.8,1.99,331570,2008-009
59.76,-49.17,25,5,2008,4.66,0.099,28,4,5.01,331648,2008-009
59.76,-49.17,25,5,2008,3.96,0.078,4,4,5.23,331652,2008-009
58.64,-50.41,26,5,2008,3.32,0.055,30,4.6,2.02,331733,2008-009
58.64,-50.41,26,5,2008,2.8,0.069,3,4.6,1.95,331737,2008-009
56.96,-52.24,27,5,2008,2.11,0.208,30,4.7,2.65,331842,2008-009
56.96,-52.24,27,5,2008,2.45,0.05,3,4.7,2.78,331846,2008-009
55.42,-53.82,28,5,2008,3.17,0.122,30,1.5,2.42,331975,2008-009
55.42,-53.82,28,5,2008,3.63,0.086,2,1.5,4.07,331979,2008-009
54.22,-55.02,29,5,2008,1.26,0.057,30,0.5,0.69,332088,2008-009
41.78,-60.91,1,6,2008,4.35,0.099,30,15.2,0.89,332160,2008-009
41.78,-60.91,1,6,2008,6.24,0.074,2,15,0.59,332164,2008-009
42.54,-61.38,2,6,2008,3.05,0.097,30,4.3,0.63,332269,2008-009
42.54,-61.38,2,6,2008,3.64,0.064,2,6.1,0.46,332273,2008-009
44.27,-63.32,3,6,2008,2.76,0.087,30,4.5,1.05,332351,2008-009
44.27,-63.32,3,6,2008,4.81,0.075,3,6,0.94,332355,2008-009
50.66,-50.66,18,5,2009,2.38,0.136,30,0.5,6.68,351485,2009-015
50.66,-50.66,18,5,2009,2.8,0.147,2,0.9,13.05,351489,2009-015
53,-50.4,19,5,2009,3.24,0.188,30,3.2,6.1,351498,2009-015
53,-50.4,19,5,2009,2.91,0.083,2,3.2,9,351502,2009-015
58.02,-49.49,20,5,2009,3.23,0.124,2,3.9,1.05,351515,2009-015
60.37,-48.46,21,5,2009,2.67,0.165,2,2,20.33,351584,2009-015
60.57,-48.23,21,5,2009,2.49,0.082,30,0.1,24,351592,2009-015
60.57,-48.23,21,5,2009,1.91,0.13,2,0.3,21.89,351596,2009-015
59.07,-49.95,22,5,2009,4.84,0.108,30,3.2,1.1,351686,2009-015
59.07,-49.95,22,5,2009,2.4,0.107,2,3.3,2.49,351691,2009-015
57.38,-51.78,23,5,2009,5.55,0.209,30,3.5,0.55,351796,2009-015
57.38,-51.78,23,5,2009,2.87,0.174,2,3.5,0.91,351800,2009-015
56.96,-52.24,24,5,2009,3.75,0.108,30,3.5,1.28,351834,2009-015
56.96,-52.24,24,5,2009,2.62,0.167,2,3.5,1.53,351837,2009-015
55.61,-53.63,25,5,2009,2.88,0.077,30,3.5,0.89,351942,2009-015
55.61,-53.63,25,5,2009,1.96,0.123,2,3.3,0.75,351946,2009-015
55.42,-53.83,26,5,2009,2.74,0.079,30,2.7,1.88,352036,2009-015
55.42,-53.83,26,5,2009,2.11,0.144,2,2.7,1.93,352040,2009-015
58.22,-50.88,17,5,2010,4.09,0.098,30,4.1,1.32,369181,2010-014
58.22,-50.88,17,5,2010,4.17,0.055,2,4.1,1.34,369185,2010-014
60.01,-48.87,19,5,2010,2.71,0.089,30,5.3,1.56,369351,2010-014
60.01,-48.87,19,5,2010,3.81,0.037,2,5.4,3.23,369355,2010-014
56.54,-52.67,22,5,2010,3.02,0.07,31,4.5,2.18,369507,2010-014
56.54,-52.67,22,5,2010,2.8,0.043,4,4.5,2.53,369511,2010-014
55.42,-53.83,23,5,2010,2.66,0.083,30,3.8,1.34,369630,2010-014
55.42,-53.83,23,5,2010,3.08,0.04,4,3.8,2.96,369631,2010-014
54.47,-53.84,24,5,2010,2.49,0.062,31,-0.2,12.8,369694,2010-014
54.47,-53.84,24,5,2010,2.55,0.029,3,-0.8,6.31,369698,2010-014
41.78,-60.91,27,5,2010,20.09,0.302,30,14.7,0.7,369790,2010-014
41.78,-60.91,27,5,2010,8.42,0.054,3,14.8,2.1,369794,2010-014
44.82,-56.13,8,5,2011,2.35,0.055,29,4.6,2.09,378073,2011-009
44.82,-56.13,8,5,2011,1.82,0.02,3,5.7,1.27,378077,2011-009
46.99,-52.69,9,5,2011,0.2,0.006,30,0.8,0.46,378086,2011-009
46.99,-52.69,9,5,2011,0.24,0.005,10,2.1,0.38,378090,2011-009
51.43,-53.31,10,5,2011,12.53,0.238,31,0.1,12.21,378101,2011-009
51.43,-53.31,10,5,2011,14.59,0.189,3,1,13.14,378106,2011-009
55.52,-53.72,12,5,2011,0.56,0.01,30,3.6,0.64,378208,2011-009
55.52,-53.72,12,5,2011,0.62,0.011,2,3.6,0.69,378211,2011-009
56.55,-52.66,13,5,2011,0.43,0.01,3,3.9,0.36,378270,2011-009
58.64,-50.42,15,5,2011,4.32,0.13,30,2.3,10.05,378399,2011-009
58.64,-50.42,15,5,2011,2.13,0.035,2,2.3,3.16,378402,2011-009
59.98,-48.9,16,5,2011,4.48,0.122,30,2.2,8.04,378506,2011-009
59.98,-48.9,16,5,2011,6.26,0.106,3,1,8.81,378509,2011-009
60.08,-48.79,17,5,2011,4.33,0.08,30,2.2,9.12,378611,2011-009
60.08,-48.79,17,5,2011,4.65,0.069,2,1.6,7.27,378617,2011-009
62.04,-51.03,18,5,2011,3.59,0.139,30,0.9,12.37,378656,2011-009
62.04,-51.03,18,5,2011,2.21,0.048,5,1,6.11,378660,2011-009
60.79,-52.43,19,5,2011,1.09,0.037,40,0.9,5,378752,2011-009
60.79,-52.43,19,5,2011,2.41,0.04,3,0.8,4.92,378756,2011-009
58.45,-53.6,20,5,2011,0.48,0.008,3,3.8,0.38,378839,2011-009
54.96,-54.29,21,5,2011,0.56,0.015,30,-0.8,0.8,378890,2011-009
54.96,-54.29,21,5,2011,0.88,0.015,2,-0.2,1.1,378893,2011-009
41.04,-60.44,25,5,2011,1.49,0.021,31,17.8,0.97,379038,2011-009
41.04,-60.44,25,5,2011,1.32,0.01,3,18.4,0.53,379041,2011-009
42.04,-61.07,26,5,2011,0.81,0.05,30,4.7,1.43,379121,2011-009
42.04,-61.07,26,5,2011,0.9,0.009,2,9.4,0.49,379124,2011-009
